,Price,Kilometres,Year,Age of Car
9901,28995,150247,2016.0,8.0
9902,18970,162001,2006.0,18.0
9903,12990,163000,2013.0,11.0
9904,13990,145560,2013.0,11.0
9905,58990,12289,2022.0,2.0
9906,23488,82195,2020.0,4.0
9907,29990,32351,2019.0,5.0
9908,31800,164351,2016.0,8.0
9909,28990,188584,2017.0,7.0
9910,27913,182848,2015.0,9.0
9911,43999,70300,2018.0,6.0
9912,29999,69503,2019.0,5.0
9913,31990,50383,2020.0,4.0
9914,6949,107999,2004.0,20.0
9915,38888,153853,2019.0,5.0
9916,24888,66663,2021.0,3.0
9917,50970,83774,2020.0,4.0
9918,41888,131500,2008.0,16.0
9919,6913,190628,2009.0,15.0
9920,39990,44246,2018.0,6.0
9921,23999,130847,2015.0,9.0
9922,37986,120521,2014.0,10.0
9923,31990,9162,2022.0,2.0
9924,14990,127960,2013.0,11.0
9925,26580,65270,2020.0,4.0
9926,44500,1263,2022.0,2.0
9927,56490,50213,2019.0,5.0
9928,50888,83083,2021.0,3.0
9929,31965,134168,2017.0,7.0
9930,22990,92581,2018.0,6.0
9931,16966,159988,2012.0,12.0
9932,35990,105161,2018.0,6.0
9933,30965,62184,2021.0,3.0
9934,29290,60586,2021.0,3.0
9935,33750,61068,2021.0,3.0
9936,56800,11606,2022.0,2.0
9937,16000,142391,2015.0,9.0
9938,42990,32228,2017.0,7.0
9939,33950,115860,2015.0,9.0
9940,29990,33326,2020.0,4.0
9941,34995,86085,2016.0,8.0
9942,26498,71607,2019.0,5.0
9943,24980,128871,2016.0,8.0
9944,36999,151105,2017.0,7.0
9945,56990,20271,2021.0,3.0
9946,11995,145021,2007.0,17.0
9947,51950,56019,2021.0,3.0
9948,45888,73139,2019.0,5.0
9949,14990,268163,2007.0,17.0
9950,28990,88989,2019.0,5.0
9951,22000,93698,2018.0,6.0
9952,23499,72887,2019.0,5.0
9953,26999,119474,2014.0,10.0
9954,18950,191592,2008.0,16.0
9955,34267,12042,2020.0,4.0
9956,21950,105012,2016.0,8.0
9957,24995,98032,2005.0,19.0
9958,30990,71453,2020.0,4.0
9959,29995,220183,2014.0,10.0
9960,27990,48932,2021.0,3.0
9961,50990,21366,2022.0,2.0
9962,65740,14,2023.0,1.0
9963,20999,216527,2015.0,9.0
9964,29880,98500,2016.0,8.0
9965,22776,94701,2015.0,9.0
9966,24990,122820,2011.0,13.0
9967,33990,126922,2016.0,8.0
9968,14989,240255,2012.0,12.0
9969,45999,39613,2019.0,5.0
9970,18888,233608,2017.0,7.0
9971,68990,10,2023.0,1.0
9972,25990,43534,2019.0,5.0
9973,22990,54194,2017.0,7.0
9974,17950,109688,2017.0,7.0
9975,15999,257447,2010.0,14.0
9976,10990,251548,2015.0,9.0
9977,5990,232399,2009.0,15.0
9978,31987,129084,2016.0,8.0
9979,5999,261630,2005.0,19.0
9980,31999,25533,2016.0,8.0
9981,42990,90904,2019.0,5.0
9982,29995,46097,2019.0,5.0
9983,19990,93837,2017.0,7.0
9984,15999,170527,2011.0,13.0
9985,18888,128000,2007.0,17.0
9986,27290,47392,2018.0,6.0
9987,24970,91918,2018.0,6.0
9988,17995,61481,2015.0,9.0
9989,25490,101090,2018.0,6.0
9990,18990,44249,2014.0,10.0
9991,9500,175000,2010.0,14.0
9992,38980,152000,2016.0,8.0
9993,30888,51311,2021.0,3.0
9994,28990,154276,2015.0,9.0
9995,9999,236856,2011.0,13.0
9996,25990,48953,2020.0,4.0
9997,25950,72795,2019.0,5.0
9998,12990,249125,2010.0,14.0
9999,16888,88447,2012.0,12.0
10000,32490,86655,2020.0,4.0
10001,12999,147393,2017.0,7.0
10002,24990,21955,2019.0,5.0
10003,8899,421021,2004.0,20.0
10004,9999,158011,2010.0,14.0
10005,POA,-,2023.0,1.0
10006,14990,117999,2010.0,14.0
10007,33888,97109,2018.0,6.0
10008,67990,44989,2018.0,6.0
10009,28990,154179,2016.0,8.0
10010,29990,41235,2019.0,5.0
10011,22990,174677,2015.0,9.0
10012,28888,198160,2017.0,7.0
10013,42888,126116,2011.0,13.0
10014,29990,44949,2019.0,5.0
10015,8490,197451,2010.0,14.0
10016,13990,107135,2010.0,14.0
10017,44990,73958,2018.0,6.0
10018,28888,42773,2021.0,3.0
10019,27990,73313,2019.0,5.0
10020,13990,145203,2008.0,16.0
10021,27999,116003,2013.0,11.0
10022,16990,219588,2011.0,13.0
10023,25990,36861,2018.0,6.0
10024,42990,42160,2018.0,6.0
10025,65790,10,2023.0,1.0
10026,23990,119205,2018.0,6.0
10027,33990,183080,2017.0,7.0
10028,29990,57520,2019.0,5.0
10029,23990,200513,2018.0,6.0
10030,17990,174356,2002.0,22.0
10031,10990,172330,2012.0,12.0
10032,19990,80559,2016.0,8.0
10033,52998,17539,2022.0,2.0
10034,19900,129950,2008.0,16.0
10035,24990,241000,2016.0,8.0
10036,20990,64280,2015.0,9.0
10037,13999,341748,2013.0,11.0
10038,27990,46512,2019.0,5.0
10039,17980,227276,2016.0,8.0
10040,14999,256000,2010.0,14.0
10041,25290,59931,2020.0,4.0
10042,9876,189065,2009.0,15.0
10043,46999,3015,2023.0,1.0
10044,26990,54418,2017.0,7.0
10045,19999,102196,2019.0,5.0
10046,28990,67710,2016.0,8.0
10047,24990,101821,2019.0,5.0
10048,10999,176119,2013.0,11.0
10049,19990,65398,2015.0,9.0
10050,25888,50000,2021.0,3.0
10051,16800,87092,2011.0,13.0
10052,12541,218420,2013.0,11.0
10053,14984,141211,2013.0,11.0
10054,40888,90000,2018.0,6.0
10055,49800,50000,2021.0,3.0
10056,9780,175638,2011.0,13.0
10057,20999,76433,2016.0,8.0
10058,23480,128028,2015.0,9.0
10059,18995,253115,2009.0,15.0
10060,52990,13732,2022.0,2.0
10061,25888,109788,2015.0,9.0
10062,POA,9,2023.0,1.0
10063,44480,67,2023.0,1.0
10064,12999,38416,2014.0,10.0
10065,23990,225411,2017.0,7.0
10066,16990,73421,2013.0,11.0
10067,30909,51600,2018.0,6.0
10068,29990,44568,2021.0,3.0
10069,29990,105377,2015.0,9.0
10070,34990,53906,2018.0,6.0
10071,28990,44645,2021.0,3.0
10072,27990,41117,2018.0,6.0
10073,63989,38478,2020.0,4.0
10074,17990,160783,2013.0,11.0
10075,31950,87740,2019.0,5.0
10076,16995,267459,2008.0,16.0
10077,39990,53477,2019.0,5.0
10078,8500,252000,2010.0,14.0
10079,21990,184632,2007.0,17.0
10080,34926,88570,2018.0,6.0
10081,24950,74932,2019.0,5.0
10082,29990,47097,2021.0,3.0
10083,30950,14171,2017.0,7.0
10084,46994,19931,2020.0,4.0
10085,42990,123683,2015.0,9.0
10086,12990,266185,2001.0,23.0
10087,30850,85274,2018.0,6.0
10088,32500,142136,2016.0,8.0
10089,29995,138086,2016.0,8.0
10090,17990,190936,2011.0,13.0
10091,24990,216328,2011.0,13.0
10092,19990,37398,2013.0,11.0
10093,43800,69804,2018.0,6.0
10094,15989,187716,2013.0,11.0
10095,32999,129614,2017.0,7.0
10096,8990,170664,2011.0,13.0
10097,29990,182818,2017.0,7.0
10098,28888,56495,2020.0,4.0
10099,26990,115918,2019.0,5.0
10100,27990,78528,2018.0,6.0
10101,25990,222086,2013.0,11.0
10102,30990,28495,2020.0,4.0
10103,27999,14950,2017.0,7.0
10104,22750,240402,2016.0,8.0
10105,39990,91792,2018.0,6.0
10106,13990,334887,2008.0,16.0
10107,52990,52990,2020.0,4.0
10108,12990,229640,2013.0,11.0
10109,36995,93895,2005.0,19.0
10110,9990,163012,2009.0,15.0
10111,26888,63197,2019.0,5.0
10112,29900,186726,2012.0,12.0
10113,13990,211382,2012.0,12.0
10114,17990,165545,2017.0,7.0
10115,20995,89044,2017.0,7.0
10116,25290,50184,2021.0,3.0
10117,39970,115010,2019.0,5.0
10118,14995,165306,2013.0,11.0
10119,27990,89691,2017.0,7.0
10120,28990,60972,2019.0,5.0
10121,22488,93786,2019.0,5.0
10122,19950,138682,2015.0,9.0
10123,9999,239265,2011.0,13.0
10124,13990,187265,2012.0,12.0
10125,19999,162090,2016.0,8.0
10126,41990,72640,2018.0,6.0
10127,26950,81250,2007.0,17.0
10128,25990,61512,2017.0,7.0
10129,27850,106756,2015.0,9.0
10130,28990,50433,2020.0,4.0
10131,14995,36836,2018.0,6.0
10132,25992,30709,2017.0,7.0
10133,29999,131574,2015.0,9.0
10134,19800,231675,2013.0,11.0
10135,23990,151753,2015.0,9.0
10136,43888,43958,2018.0,6.0
10137,18995,215100,2014.0,10.0
10138,12999,280012,2010.0,14.0
10139,13990,283598,2009.0,15.0
10140,29975,49659,2020.0,4.0
10141,62990,12484,2022.0,2.0
10142,11990,289252,2010.0,14.0
10143,24990,51795,2019.0,5.0
10144,13999,196264,2009.0,15.0
10145,29999,32137,2020.0,4.0
10146,39645,79735,2018.0,6.0
10147,25880,71297,2019.0,5.0
10148,26240,- / -,2023.0,1.0
10149,21880,88861,2014.0,10.0
10150,14413,221872,2014.0,10.0
10151,26999,68223,2019.0,5.0
10152,57490,38,2023.0,1.0
10153,37500,69000,2016.0,8.0
10154,33990,43839,2020.0,4.0
10155,23911,60361,2019.0,5.0
10156,29870,190184,2014.0,10.0
10157,39800,89201,2020.0,4.0
10158,39990,14101,2022.0,2.0
10159,28790,105308,2019.0,5.0
10160,18994,134215,2015.0,9.0
10161,36740,- / -,2023.0,1.0
10162,25990,128155,2017.0,7.0
10163,27999,76261,2018.0,6.0
10164,42988,84393,2014.0,10.0
10165,31880,79663,2019.0,5.0
10166,13999,219681,2012.0,12.0
10167,48990,60229,2018.0,6.0
10168,28970,64001,2019.0,5.0
10169,56950,11941,2021.0,3.0
10170,31940,107221,2017.0,7.0
10171,22888,85836,2021.0,3.0
10172,16977,133876,2016.0,8.0
10173,31990,131475,2018.0,6.0
10174,24990,58132,2020.0,4.0
10175,13999,120020,2013.0,11.0
10176,15888,166149,2014.0,10.0
10177,39980,16557,2020.0,4.0
10178,18980,145727,2012.0,12.0
10179,48987,18772,2021.0,3.0
10180,25990,87580,2013.0,11.0
10181,18995,204000,2015.0,9.0
10182,13990,147589,2009.0,15.0
10183,24990,275952,2015.0,9.0
10184,14999,244578,2002.0,22.0
10185,9990,205373,2011.0,13.0
10186,19488,121114,2013.0,11.0
10187,22999,218288,2013.0,11.0
10188,27990,164857,2015.0,9.0
10189,39990,51009,2019.0,5.0
10190,18990,106733,2013.0,11.0
10191,22888,103328,2016.0,8.0
10192,39990,53566,2016.0,8.0
10193,29980,101300,2018.0,6.0
10194,19988,142169,2018.0,6.0
10195,22999,259677,2012.0,12.0
10196,35999,110720,2017.0,7.0
10197,19995,135089,2009.0,15.0
10198,25999,96582,2018.0,6.0
10199,13990,269987,2004.0,20.0
10200,25990,174382,2018.0,6.0
10201,26990,54500,2020.0,4.0
10202,8880,215316,2010.0,14.0
10203,39940,- / -,2023.0,1.0
10204,13950,142780,2011.0,13.0
10205,29999,23363,2018.0,6.0
10206,32950,182833,2018.0,6.0
10207,16990,151465,2014.0,10.0
10208,24999,68580,2018.0,6.0
10209,49950,13516,2022.0,2.0
10210,21880,126201,2013.0,11.0
10211,25480,58908,2021.0,3.0
10212,31450,71000,2019.0,5.0
10213,21900,125723,2006.0,18.0
10214,17880,159086,2015.0,9.0
10215,39990,36824,2018.0,6.0
10216,67990,10,2022.0,2.0
10217,61888,1272,2022.0,2.0
10218,22999,68037,2018.0,6.0
10219,24890,83521,2018.0,6.0
10220,16990,221757,2012.0,12.0
10221,19990,160013,2017.0,7.0
10222,6500,260950,2012.0,12.0
10223,5500,230000,2011.0,13.0
10224,26990,158460,2015.0,9.0
10225,26999,53429,2020.0,4.0
10226,19990,138589,2017.0,7.0
10227,24900,81579,2018.0,6.0
10228,33888,140057,2014.0,10.0
10229,17990,92072,2014.0,10.0
10230,43990,12889,2019.0,5.0
10231,25490,55949,2021.0,3.0
10232,9990,172535,2009.0,15.0
10233,7950,291063,2013.0,11.0
10234,50490,10,2022.0,2.0
10235,16800,86713,2015.0,9.0
10236,12995,299995,2012.0,12.0
10237,60880,1038,2022.0,2.0
10238,18999,263446,2010.0,14.0
10239,52710,10,2023.0,1.0
10240,35990,160346,2017.0,7.0
10241,59990,13,2023.0,1.0
10242,18000,162000,2009.0,15.0
10243,16990,169051,2013.0,11.0
10244,POA,10,2023.0,1.0
10245,26888,46051,2021.0,3.0
10246,51990,6636,2022.0,2.0
10247,45880,56,2023.0,1.0
10248,26400,33947,2020.0,4.0
10249,8995,254838,2011.0,13.0
10250,11460,157296,2007.0,17.0
10251,7990,251956,2013.0,11.0
10252,19995,210617,2015.0,9.0
10253,7995,178796,2011.0,13.0
10254,59230,10,2023.0,1.0
10255,18888,124230,2014.0,10.0
10256,65888,1327,2022.0,2.0
10257,28990,29820,2019.0,5.0
10258,10990,100759,2012.0,12.0
10259,12990,220912,2014.0,10.0
10260,28990,10,2022.0,2.0
10261,49690,- / -,2023.0,1.0
10262,43870,5,2023.0,1.0
10263,21990,140616,2015.0,9.0
10264,26995,147282,2016.0,8.0
10265,30900,82213,2019.0,5.0
10266,65940,17,2023.0,1.0
10267,34980,32265,2018.0,6.0
10268,29950,91768,2019.0,5.0
10269,24905,86752,2018.0,6.0
10270,24999,106148,2019.0,5.0
10271,26990,54239,2017.0,7.0
10272,32995,84679,2016.0,8.0
10273,22022,136691,2015.0,9.0
10274,24990,90248,2017.0,7.0
10275,28990,88238,2019.0,5.0
10276,42990,32575,2021.0,3.0
10277,29990,85039,2020.0,4.0
10278,30990,88865,2019.0,5.0
10279,23990,62061,2015.0,9.0
10280,7990,132385,2014.0,10.0
10281,29990,142797,2012.0,12.0
10282,39980,100899,2020.0,4.0
10283,24999,108824,2019.0,5.0
10284,19999,130124,2009.0,15.0
10285,25990,99605,2015.0,9.0
10286,34990,46756,2021.0,3.0
10287,55990,18407,2022.0,2.0
10288,9990,343128,2003.0,21.0
10289,31990,109265,2015.0,9.0
10290,24990,78460,2018.0,6.0
10291,58480,7565,2022.0,2.0
10292,26988,91842,2019.0,5.0
10293,19500,179171,2013.0,11.0
10294,9990,145800,2012.0,12.0
10295,7990,219764,2007.0,17.0
10296,42990,106801,2019.0,5.0
10297,46888,43851,2020.0,4.0
10298,7990,143629,2014.0,10.0
10299,31990,48501,2020.0,4.0
10300,14990,134175,2015.0,9.0
10301,15990,279143,2009.0,15.0
10302,27999,54001,2020.0,4.0
10303,41750,79513,2018.0,6.0
10304,23999,141751,2017.0,7.0
10305,27990,169944,2017.0,7.0
10306,24990,131672,2015.0,9.0
10307,31977,50811,2021.0,3.0
10308,31990,167223,2016.0,8.0
10309,8990,152093,2004.0,20.0
10310,39990,19552,2021.0,3.0
10311,22990,94320,2016.0,8.0
10312,22913,205434,2016.0,8.0
10313,38000,30846,2002.0,22.0
10314,29910,82858,2018.0,6.0
10315,34990,46168,2021.0,3.0
10316,27888,64125,2021.0,3.0
10317,28990,63501,2019.0,5.0
10318,22987,248670,2010.0,14.0
10319,16990,254296,2013.0,11.0
10320,39888,99214,2018.0,6.0
10321,17999,171292,2014.0,10.0
10322,15990,84168,2010.0,14.0
10323,17990,170580,2013.0,11.0
10324,62280,5,2023.0,1.0
10325,47970,72316,2015.0,9.0
10326,19990,137631,2015.0,9.0
10327,30990,180163,2016.0,8.0
10328,34990,159901,2017.0,7.0
10329,27290,39765,2020.0,4.0
10330,4500,228024,2006.0,18.0
10331,26990,92585,2020.0,4.0
10332,29950,57408,2019.0,5.0
10333,55999,1000,2023.0,1.0
10334,20995,193254,2010.0,14.0
10335,25999,60344,2020.0,4.0
10336,36990,129668,2016.0,8.0
10337,16880,160511,2013.0,11.0
10338,18999,219047,2017.0,7.0
10339,27990,96739,2016.0,8.0
10340,23990,138644,2017.0,7.0
10341,38502,20611,2022.0,2.0
10342,27990,192200,2018.0,6.0
10343,23887,94346,2020.0,4.0
10344,15950,220494,2015.0,9.0
10345,20990,97354,2016.0,8.0
10346,26990,50765,2019.0,5.0
10347,37990,4532,2023.0,1.0
10348,26888,46652,2021.0,3.0
10349,16990,166183,2013.0,11.0
10350,19990,108026,2016.0,8.0
10351,18999,115903,2003.0,21.0
10352,7990,381253,2001.0,23.0
10353,46000,10,2022.0,2.0
10354,27995,276523,2015.0,9.0
10355,8990,265211,2016.0,8.0
10356,48990,5,2023.0,1.0
10357,56430,13,2023.0,1.0
10358,17995,133331,2017.0,7.0
10359,21990,256679,2015.0,9.0
10360,16995,251517,2015.0,9.0
10361,34990,119446,2016.0,8.0
10362,29990,16888,2018.0,6.0
10363,40980,71732,2019.0,5.0
10364,52900,-,2023.0,1.0
10365,8750,296841,2007.0,17.0
10366,29990,27283,2021.0,3.0
10367,15990,69270,2015.0,9.0
10368,15995,105511,2013.0,11.0
10369,20490,85277,2016.0,8.0
10370,6990,224034,2009.0,15.0
10371,28777,60411,2020.0,4.0
10372,45990,22943,2019.0,5.0
10373,17990,212604,2016.0,8.0
10374,8549,221455,2008.0,16.0
10375,29419,116736,2016.0,8.0
10376,24950,63938,2017.0,7.0
10377,13995,225536,2011.0,13.0
10378,20990,99995,2017.0,7.0
10379,8999,181443,2011.0,13.0
10380,59980,50804,2021.0,3.0
10381,8990,214591,2007.0,17.0
10382,39990,159367,2017.0,7.0
10383,7990,219845,2013.0,11.0
10384,15995,158084,2015.0,9.0
10385,37999,162090,2003.0,21.0
10386,17500,149475,2016.0,8.0
10387,25990,97560,2018.0,6.0
10388,26990,202087,2015.0,9.0
10389,44999,15500,2021.0,3.0
10390,23990,53779,2016.0,8.0
10391,39990,126807,2018.0,6.0
10392,24990,190494,2017.0,7.0
10393,58640,4,2022.0,2.0
10394,25990,112908,2016.0,8.0
10395,18990,85529,2016.0,8.0
10396,23995,173638,2011.0,13.0
10397,32990,122780,2017.0,7.0
10398,17999,142350,2003.0,21.0
10399,29980,21590,2021.0,3.0
10400,9999,134999,2013.0,11.0
10401,59999,58592,2020.0,4.0
10402,54490,- / -,2023.0,1.0
10403,16995,183512,2012.0,12.0
10404,42998,71670,2020.0,4.0
10405,13999,184515,2013.0,11.0
10406,54990,35604,2021.0,3.0
10407,7990,219433,2011.0,13.0
10408,8949,201984,2008.0,16.0
10409,10990,180123,2014.0,10.0
10410,27996,123952,2017.0,7.0
10411,43990,101306,2019.0,5.0
10412,6450,166073,2005.0,19.0
10413,31990,60880,2020.0,4.0
10414,39900,101260,2018.0,6.0
10415,44987,88483,2018.0,6.0
10416,26990,105188,2019.0,5.0
10417,27990,46245,2017.0,7.0
10418,62412,11000,2022.0,2.0
10419,17990,80309,2013.0,11.0
10420,54760,10,2023.0,1.0
10421,55990,- / -,2023.0,1.0
10422,28900,54667,2020.0,4.0
10423,35490,- / -,2023.0,1.0
10424,43990,38597,2017.0,7.0
10425,33950,76148,2014.0,10.0
10426,41920,104159,2017.0,7.0
10427,37888,60000,2017.0,7.0
10428,33478,148084,2015.0,9.0
10429,32990,119937,2016.0,8.0
10430,47990,73611,2019.0,5.0
10431,12999,121937,2009.0,15.0
10432,7995,158449,2008.0,16.0
10433,36255,149292,2017.0,7.0
10434,16888,113885,2012.0,12.0
10435,16444,131757,2017.0,7.0
10436,31950,69908,2019.0,5.0
10437,17950,305720,2013.0,11.0
10438,18990,253555,2014.0,10.0
10439,9999,98543,2011.0,13.0
10440,9400,216368,2010.0,14.0
10441,42990,99473,2017.0,7.0
10442,39888,110971,2017.0,7.0
10443,63280,5,2022.0,2.0
10444,18500,224000,2015.0,9.0
10445,51290,52,2022.0,2.0
10446,17850,39999,2021.0,3.0
10447,8999,182085,2010.0,14.0
10448,8990,243975,2008.0,16.0
10449,27865,97448,2018.0,6.0
10450,16950,179499,2013.0,11.0
10451,28990,46082,2020.0,4.0
10452,POA,15,2023.0,1.0
10453,43990,148735,2004.0,20.0
10454,26990,47694,2019.0,5.0
10455,35990,117526,2018.0,6.0
10456,8990,178998,2012.0,12.0
10457,35888,128953,2018.0,6.0
10458,87990,68537,2021.0,3.0
10459,43990,1369,2022.0,2.0
10460,38580,30620,2020.0,4.0
10461,15950,240050,2010.0,14.0
10462,12990,129973,2016.0,8.0
10463,15990,241810,2011.0,13.0
10464,17990,116392,2012.0,12.0
10465,22868,74755,2015.0,9.0
10466,26920,108903,2018.0,6.0
10467,44990,4456,2022.0,2.0
10468,27987,58658,2017.0,7.0
10469,26998,74349,2018.0,6.0
10470,10980,151230,2013.0,11.0
10471,21990,112951,2016.0,8.0
10472,13000,128000,2012.0,12.0
10473,23990,145000,2016.0,8.0
10474,47990,33104,2019.0,5.0
10475,13900,58169,2003.0,21.0
10476,25888,146598,2013.0,11.0
10477,12995,100572,2006.0,18.0
10478,21999,102324,2010.0,14.0
10479,26990,84010,2017.0,7.0
10480,56990,94863,2020.0,4.0
10481,46990,42651,2016.0,8.0
10482,21890,163919,2011.0,13.0
10483,28000,102000,2010.0,14.0
10484,19880,116603,2014.0,10.0
10485,46990,13,2023.0,1.0
10486,13990,258711,2008.0,16.0
10487,9999,167950,2009.0,15.0
10488,47990,27936,2019.0,5.0
10489,23986,101628,2016.0,8.0
10490,16413,177838,2016.0,8.0
10491,42990,23342,2021.0,3.0
10492,22888,90000,2017.0,7.0
10493,14880,203208,2012.0,12.0
10494,43990,101812,2020.0,4.0
10495,32990,228875,2012.0,12.0
10496,24990,133738,2017.0,7.0
10497,31990,62669,2018.0,6.0
10498,41990,23301,2021.0,3.0
10499,45990,8957,2022.0,2.0
10500,18990,173467,2015.0,9.0
10501,3990,146007,2003.0,21.0
10502,10999,267823,2014.0,10.0
10503,46990,45000,2018.0,6.0
10504,26999,59825,2019.0,5.0
10505,29950,27986,2019.0,5.0
10506,8549,248318,2011.0,13.0
10507,42400,43271,2019.0,5.0
10508,29999,175292,2011.0,13.0
10509,24888,104410,2018.0,6.0
10510,26950,8108,2017.0,7.0
10511,12990,14702,2012.0,12.0
10512,29888,93785,2016.0,8.0
10513,18950,93373,2007.0,17.0
10514,45000,2832,2022.0,2.0
10515,56483,698,2023.0,1.0
10516,29869,62208,2021.0,3.0
10517,21990,251488,2005.0,19.0
10518,19880,123257,2017.0,7.0
10519,12990,232063,2012.0,12.0
10520,65800,15,2022.0,2.0
10521,19500,112491,2017.0,7.0
10522,20980,74906,2017.0,7.0
10523,72490,5090,2022.0,2.0
10524,39705,81132,2017.0,7.0
10525,24990,124625,2017.0,7.0
10526,14913,144952,2010.0,14.0
10527,29950,58125,2015.0,9.0
10528,13499,131737,2014.0,10.0
10529,66152,1652,2023.0,1.0
10530,21290,258936,2016.0,8.0
10531,35990,53343,2018.0,6.0
10532,17990,202643,2009.0,15.0
10533,18890,89713,2001.0,23.0
10534,12990,176650,2013.0,11.0
10535,29990,83161,2016.0,8.0
10536,45990,22703,2021.0,3.0
10537,54986,18618,2020.0,4.0
10538,41950,64963,2018.0,6.0
10539,19950,92335,2006.0,18.0
10540,22999,92736,2015.0,9.0
10541,22999,79000,2007.0,17.0
10542,12990,203547,2013.0,11.0
10543,14776,90691,2015.0,9.0
10544,17800,397206,2010.0,14.0
10545,19888,124882,2015.0,9.0
10546,6995,236333,2009.0,15.0
10547,29990,135419,2018.0,6.0
10548,17900,69619,2005.0,19.0
10549,22995,130683,2014.0,10.0
10550,52995,33250,2020.0,4.0
10551,36971,11514,2018.0,6.0
10552,14990,140519,2012.0,12.0
10553,27990,82655,2017.0,7.0
10554,16995,251723,2011.0,13.0
10555,20000,352185,2002.0,22.0
10556,29990,213226,2018.0,6.0
10557,8865,119674,2011.0,13.0
10558,7865,186037,2015.0,9.0
10559,13885,225227,2009.0,15.0
10560,23990,121500,2015.0,9.0
10561,32880,301518,1998.0,26.0
10562,17500,169115,2009.0,15.0
10563,49990,49529,2021.0,3.0
10564,54990,1922,2023.0,1.0
10565,22492,84741,2019.0,5.0
10566,13950,259488,2010.0,14.0
10567,31995,27660,2020.0,4.0
10568,11990,411737,2005.0,19.0
10569,21990,159056,2013.0,11.0
10570,29990,83405,2019.0,5.0
10571,20390,92834,2015.0,9.0
10572,18950,106684,2014.0,10.0
10573,15888,143052,2010.0,14.0
10574,12980,79319,2013.0,11.0
10575,18290,111032,2014.0,10.0
10576,11950,217994,2009.0,15.0
10577,8990,97770,2008.0,16.0
10578,32990,13043,2020.0,4.0
10579,36995,23819,2018.0,6.0
10580,12990,214466,2010.0,14.0
10581,17978,214651,2015.0,9.0
10582,21800,71029,2019.0,5.0
10583,16900,56350,2013.0,11.0
10584,37900,14891,2021.0,3.0
10585,20950,89115,2008.0,16.0
10586,26900,121813,2011.0,13.0
10587,38990,30508,2020.0,4.0
10588,7888,156692,2008.0,16.0
10589,6995,155586,2008.0,16.0
10590,17999,179415,2014.0,10.0
10591,31485,51573,2018.0,6.0
10592,9995,166000,2011.0,13.0
10593,36241,170677,2017.0,7.0
10594,24999,96162,2014.0,10.0
10595,39990,161830,2013.0,11.0
10596,24750,146463,2013.0,11.0
10597,37990,17587,2020.0,4.0
10598,11999,137220,2013.0,11.0
10599,29990,36067,2018.0,6.0
10600,11990,184807,2011.0,13.0
10601,26888,108285,2014.0,10.0
10602,16880,332861,2003.0,21.0
10603,16990,104211,2013.0,11.0
10604,30990,29705,2022.0,2.0
10605,29990,38618,2020.0,4.0
10606,41990,43989,2016.0,8.0
10607,25990,104692,2014.0,10.0
10608,24900,50074,2008.0,16.0
10609,18980,191547,2012.0,12.0
10610,29990,41834,2018.0,6.0
10611,9999,234270,2012.0,12.0
10612,34990,32639,2021.0,3.0
10613,23888,124295,2015.0,9.0
10614,17886,155373,2015.0,9.0
10615,16990,179671,2008.0,16.0
10616,22880,145638,1997.0,27.0
10617,39888,108295,1994.0,30.0
10618,43990,581,2022.0,2.0
10619,77850,98450,2020.0,4.0
10620,17999,256000,2015.0,9.0
10621,8999,220004,2010.0,14.0
10622,18888,266699,2013.0,11.0
10623,12990,144683,2012.0,12.0
10624,36990,38064,2018.0,6.0
10625,6499,179514,2005.0,19.0
10626,8950,175749,2010.0,14.0
10627,39990,111234,2016.0,8.0
10628,27330,21444,2021.0,3.0
10629,49890,1576,2023.0,1.0
10630,21990,115851,2015.0,9.0
10631,46990,106849,2020.0,4.0
10632,29990,62121,2020.0,4.0
10633,5550,175185,2005.0,19.0
10634,26888,84843,2016.0,8.0
10635,24900,135989,2019.0,5.0
10636,16999,278697,2012.0,12.0
10637,14880,181450,2014.0,10.0
10638,29990,98322,2018.0,6.0
10639,39986,318198,2004.0,20.0
10640,16995,305562,2011.0,13.0
10641,40999,79532,2018.0,6.0
10642,29990,89442,2016.0,8.0
10643,38980,100603,2018.0,6.0
10644,33990,148624,2016.0,8.0
10645,28800,263478,2013.0,11.0
10646,21888,174143,2015.0,9.0
10647,16990,111777,2013.0,11.0
10648,14990,186177,2011.0,13.0
10649,21990,153386,2015.0,9.0
10650,17790,267335,2010.0,14.0
10651,27990,51134,2016.0,8.0
10652,30990,85231,2017.0,7.0
10653,14990,175074,2012.0,12.0
10654,32950,77663,2020.0,4.0
10655,33807,31144,2020.0,4.0
10656,19990,62230,2016.0,8.0
10657,24990,113470,2010.0,14.0
10658,34705,74131,2017.0,7.0
10659,17900,129025,2009.0,15.0
10660,10999,215052,2009.0,15.0
10661,15877,165483,2011.0,13.0
10662,31845,4256,2020.0,4.0
10663,13990,157645,2012.0,12.0
10664,20990,228460,2006.0,18.0
10665,28990,48285,2020.0,4.0
10666,32888,9129,2022.0,2.0
10667,27990,62126,2018.0,6.0
10668,30990,92188,2019.0,5.0
10669,44888,560,2023.0,1.0
10670,42990,93473,2021.0,3.0
10671,12990,390488,2012.0,12.0
10672,19990,158419,2015.0,9.0
10673,27888,190812,2019.0,5.0
10674,43885,107835,2015.0,9.0
10675,26990,68300,2020.0,4.0
10676,8990,235256,2001.0,23.0
