,Price,Kilometres,Year,Age of Car
9125,34950,231473,2015.0,9.0
9126,59800,48373,2018.0,6.0
9127,104888,43769,2018.0,6.0
9128,19995,129907,2013.0,11.0
9129,18990,114527,2013.0,11.0
9130,14999,160277,2006.0,18.0
9131,33390,70095,2016.0,8.0
9132,12999,130930,2008.0,16.0
9133,29888,94145,2016.0,8.0
9134,29990,112600,2015.0,9.0
9135,53950,238561,2016.0,8.0
9136,48990,101869,2016.0,8.0
9137,61990,122231,2015.0,9.0
9138,114800,2118,2021.0,3.0
9139,43936,70936,2018.0,6.0
9140,39233,35551,2017.0,7.0
9141,79800,73645,2018.0,6.0
9142,17888,105221,2013.0,11.0
9143,44944,70109,2016.0,8.0
9144,37990,94153,2015.0,9.0
9145,49980,128093,2011.0,13.0
9146,10999,158925,2003.0,21.0
9147,55000,92000,2014.0,10.0
9148,24990,193985,2013.0,11.0
9149,34850,45208,2017.0,7.0
9150,203888,2010,2021.0,3.0
9151,33990,67857,2016.0,8.0
9152,20888,112101,2014.0,10.0
9153,145990,14742,2022.0,2.0
9154,77990,174257,2013.0,11.0
9155,74990,120000,2018.0,6.0
9156,79990,45865,2018.0,6.0
9157,149990,58327,2016.0,8.0
9158,23250,71000,2015.0,9.0
9159,7999,317500,2006.0,18.0
9160,9999,50885,2002.0,22.0
9161,18850,199730,2013.0,11.0
9162,44950,42337,2018.0,6.0
9163,51990,32415,2018.0,6.0
9164,27990,121000,2013.0,11.0
9165,14990,223225,2010.0,14.0
9166,49950,195831,2016.0,8.0
9167,40690,85305,2017.0,7.0
9168,20990,306811,2011.0,13.0
9169,27980,101744,2013.0,11.0
9170,39990,89831,2017.0,7.0
9171,35888,45650,2018.0,6.0
9172,49990,18507,2018.0,6.0
9173,61988,35625,2020.0,4.0
9174,42950,273960,2018.0,6.0
9175,43362,93536,2016.0,8.0
9176,14988,227444,2006.0,18.0
9177,46800,28937,2018.0,6.0
9178,255880,10795,2022.0,2.0
9179,13990,80230,2006.0,18.0
9180,95900,19105,2021.0,3.0
9181,37990,77728,2015.0,9.0
9182,39980,123147,2016.0,8.0
9183,122900,28870,2020.0,4.0
9184,59950,115909,2016.0,8.0
9185,49990,78038,2018.0,6.0
9186,11888,138891,2009.0,15.0
9187,68880,54778,2020.0,4.0
9188,12990,78500,2008.0,16.0
9189,54990,9644,2018.0,6.0
9190,31990,99701,2015.0,9.0
9191,33990,104154,2016.0,8.0
9192,69990,111236,2010.0,14.0
9193,53880,130352,2014.0,10.0
9194,8999,158457,2008.0,16.0
9195,119990,43500,2018.0,6.0
9196,69990,2441,2023.0,1.0
9197,79800,13000,2020.0,4.0
9198,23990,288341,2015.0,9.0
9199,52800,25269,2018.0,6.0
9200,48800,92063,2016.0,8.0
9201,42984,76500,2018.0,6.0
9202,71880,66445,2018.0,6.0
9203,47950,78774,2005.0,19.0
9204,8995,170000,2010.0,14.0
9205,19999,67345,2010.0,14.0
9206,14999,166711,2008.0,16.0
9207,64880,42572,2018.0,6.0
9208,26990,66124,2015.0,9.0
9209,31888,149271,2015.0,9.0
9210,43990,34015,2018.0,6.0
9211,17990,210550,2013.0,11.0
9212,82880,3620,2021.0,3.0
9213,12990,136410,2005.0,19.0
9214,45980,3805,2017.0,7.0
9215,48830,7249,2019.0,5.0
9216,13999,79585,2006.0,18.0
9217,38990,183313,2005.0,19.0
9218,99900,25254,2020.0,4.0
9219,45990,69677,2018.0,6.0
9220,24995,93542,2011.0,13.0
9221,124990,26000,2016.0,8.0
9222,46990,76466,2016.0,8.0
9223,68990,46465,2019.0,5.0
9224,48490,119828,2016.0,8.0
9225,36888,187563,2017.0,7.0
9226,95880,62258,2016.0,8.0
9227,55990,81144,2017.0,7.0
9228,42800,87864,2018.0,6.0
9229,21950,140615,2011.0,13.0
9230,36990,175710,2017.0,7.0
9231,29990,152300,2014.0,10.0
9232,51950,34442,2018.0,6.0
9233,39990,75555,2013.0,11.0
9234,31990,67796,2014.0,10.0
9235,49800,63402,2016.0,8.0
9236,77300,- / -,2023.0,1.0
9237,24950,177356,2012.0,12.0
9238,1895,460269,2002.0,22.0
9239,75800,73579,2016.0,8.0
9240,44990,255821,2017.0,7.0
9241,22999,34465,2014.0,10.0
9242,68900,23548,2022.0,2.0
9243,44900,87277,2016.0,8.0
9244,129980,23014,2018.0,6.0
9245,252888,12458,2021.0,3.0
9246,80990,60112,2019.0,5.0
9247,309950,50501,2021.0,3.0
9248,69988,30855,2019.0,5.0
9249,82990,6595,2022.0,2.0
9250,89950,76050,2007.0,17.0
9251,68900,23544,2022.0,2.0
9252,43950,153083,2016.0,8.0
9253,44999,73106,2018.0,6.0
9254,56950,124210,2015.0,9.0
9255,48999,46222,2018.0,6.0
9256,9999,533849,2001.0,23.0
9257,105990,35640,2015.0,9.0
9258,80900,19989,2022.0,2.0
9259,35990,62582,2015.0,9.0
9260,41950,78062,2014.0,10.0
9261,32800,70689,2015.0,9.0
9262,82809,26577,2021.0,3.0
9263,50990,39565,2020.0,4.0
9264,29888,124500,2012.0,12.0
9265,117990,74077,2017.0,7.0
9266,34990,122065,2015.0,9.0
9267,6999,148556,2007.0,17.0
9268,31999,153597,2017.0,7.0
9269,41888,134292,2016.0,8.0
9270,55690,58335,2019.0,5.0
9271,26990,56987,2015.0,9.0
9272,15999,179583,2012.0,12.0
9273,87990,95795,2016.0,8.0
9274,64888,87091,2012.0,12.0
9275,33990,192224,2017.0,7.0
9276,158000,- / -,2023.0,1.0
9277,4999,205440,1999.0,25.0
9278,35990,88507,2015.0,9.0
9279,24990,68909,2014.0,10.0
9280,204888,54601,2018.0,6.0
9281,87684,- / -,2023.0,1.0
9282,15880,192472,2009.0,15.0
9283,92031,- / -,2023.0,1.0
9284,22990,88024,2010.0,14.0
9285,64990,96156,2014.0,10.0
9286,67990,36375,2020.0,4.0
9287,41555,66205,2015.0,9.0
9288,8990,193914,2003.0,21.0
9289,29800,109384,2014.0,10.0
9290,34990,153886,2014.0,10.0
9291,7999,211053,2005.0,19.0
9292,69990,42351,2021.0,3.0
9293,47950,112250,2012.0,12.0
9294,27950,123237,2010.0,14.0
9295,114888,13344,2018.0,6.0
9296,139800,32000,2019.0,5.0
9297,99900,81000,2011.0,13.0
9298,13990,252600,2007.0,17.0
9299,57868,6085,2022.0,2.0
9300,26990,231378,2013.0,11.0
9301,179995,22891,2019.0,5.0
9302,109800,46109,2020.0,4.0
9303,13490,92000,2003.0,21.0
9304,79800,82700,2018.0,6.0
9305,29990,230473,2018.0,6.0
9306,36830,31467,2017.0,7.0
9307,9990,184426,2004.0,20.0
9308,72800,51450,2019.0,5.0
9309,36990,49843,2014.0,10.0
9310,76900,21402,2022.0,2.0
9311,22950,156890,2010.0,14.0
9312,33800,132782,2014.0,10.0
9313,88999,45763,2020.0,4.0
9314,88880,5689,2022.0,2.0
9315,17490,74987,2009.0,15.0
9316,109990,37689,2017.0,7.0
9317,62890,24896,2020.0,4.0
9318,44868,19288,2016.0,8.0
9319,229800,6238,2022.0,2.0
9320,27990,26173,2013.0,11.0
9321,26999,85501,2014.0,10.0
9322,47998,62000,2018.0,6.0
9323,8999,240953,2006.0,18.0
9324,56900,40772,2017.0,7.0
9325,54868,50245,2019.0,5.0
9326,22990,81766,2013.0,11.0
9327,53498,61435,2017.0,7.0
9328,49990,139012,2007.0,17.0
9329,30990,88000,2017.0,7.0
9330,77880,76233,2021.0,3.0
9331,22990,116252,2011.0,13.0
9332,67868,24195,2021.0,3.0
9333,45830,58846,2018.0,6.0
9334,13990,116375,2009.0,15.0
9335,31990,72134,2016.0,8.0
9336,43888,79024,2020.0,4.0
9337,27990,92892,2015.0,9.0
9338,24990,87400,2014.0,10.0
9339,35900,58420,2016.0,8.0
9340,57888,11228,2019.0,5.0
9341,49999,7300,2021.0,3.0
9342,24490,98710,2015.0,9.0
9343,43680,- / -,2023.0,1.0
9344,42990,40000,2020.0,4.0
9345,54280,6000,2022.0,2.0
9346,57999,28680,2020.0,4.0
9347,20990,93317,2012.0,12.0
9348,29800,65246,2016.0,8.0
9349,27999,69904,2016.0,8.0
9350,47500,- / -,2023.0,1.0
9351,59990,5100,2022.0,2.0
9352,32490,62201,2017.0,7.0
9353,34888,33574,2019.0,5.0
9354,63750,1653,2023.0,1.0
9355,19980,101233,2014.0,10.0
9356,58630,- / -,2023.0,1.0
9357,48705,5455,2021.0,3.0
9358,12999,92940,2010.0,14.0
9359,75990,1500,2023.0,1.0
9360,28999,79008,2016.0,8.0
9361,26982,79953,2013.0,11.0
9362,57344,6200,2022.0,2.0
9363,29990,128086,2016.0,8.0
9364,39990,22781,2021.0,3.0
9365,32800,54134,2016.0,8.0
9366,24500,174863,2014.0,10.0
9367,17450,175000,2011.0,13.0
9368,69900,1550,2023.0,1.0
9369,42999,26758,2018.0,6.0
9370,15900,103319,2011.0,13.0
9371,51990,18800,2021.0,3.0
9372,15999,103483,2012.0,12.0
9373,31990,72501,2017.0,7.0
9374,21320,97986,2013.0,11.0
9375,12995,107151,2006.0,18.0
9376,54990,4001,2021.0,3.0
9377,41500,28000,2017.0,7.0
9378,11750,213779,2013.0,11.0
9379,41999,32675,2018.0,6.0
9380,42500,- / -,2023.0,1.0
9381,16990,52951,2012.0,12.0
9382,57900,- / -,2023.0,1.0
9383,13990,154822,2012.0,12.0
9384,61990,22800,2021.0,3.0
9385,26990,113200,2016.0,8.0
9386,38790,69000,2017.0,7.0
9387,22990,123022,2012.0,12.0
9388,64000,- / -,2023.0,1.0
9389,34990,52608,2017.0,7.0
9390,18999,92400,2014.0,10.0
9391,42500,- / -,2023.0,1.0
9392,31990,87861,2014.0,10.0
9393,35890,59092,2017.0,7.0
9394,43680,- / -,2023.0,1.0
9395,9995,190380,2004.0,20.0
9396,61900,1550,2022.0,2.0
9397,31880,69953,2017.0,7.0
9398,61990,23219,2021.0,3.0
9399,15999,133330,2010.0,14.0
9400,69000,- / -,2023.0,1.0
9401,29800,29846,2018.0,6.0
9402,26880,66900,2014.0,10.0
9403,34990,81101,2017.0,7.0
9404,29990,163591,2018.0,6.0
9405,54450,- / -,2023.0,1.0
9406,17990,103833,2012.0,12.0
9407,61900,- / -,2023.0,1.0
9408,24590,74711,2014.0,10.0
9409,44990,57743,2020.0,4.0
9410,56600,- / -,2023.0,1.0
9411,58630,- / -,2023.0,1.0
9412,39990,31620,2018.0,6.0
9413,24990,111664,2014.0,10.0
9414,64300,- / -,2023.0,1.0
9415,60380,- / -,2023.0,1.0
9416,16200,120797,2011.0,13.0
9417,26990,72536,2012.0,12.0
9418,23890,214165,2012.0,12.0
9419,41990,89838,2015.0,9.0
9420,18800,281547,2015.0,9.0
9421,41990,19351,2022.0,2.0
9422,34987,18687,2022.0,2.0
9423,8900,320000,2000.0,24.0
9424,48499,47112,2019.0,5.0
9425,31990,186850,2016.0,8.0
9426,17990,213925,2012.0,12.0
9427,30990,56558,2020.0,4.0
9428,29990,85654,2020.0,4.0
9429,39990,21234,2022.0,2.0
9430,28990,76222,2017.0,7.0
9431,58780,17811,2022.0,2.0
9432,17990,31001,2021.0,3.0
9433,24950,91400,2019.0,5.0
9434,28990,57964,2020.0,4.0
9435,6990,114900,1998.0,26.0
9436,24590,26110,2017.0,7.0
9437,17990,139714,2017.0,7.0
9438,7999,355479,2002.0,22.0
9439,19990,61052,2014.0,10.0
9440,15999,189528,2008.0,16.0
9441,32990,218301,2014.0,10.0
9442,9999,384431,2008.0,16.0
9443,31490,16869,2020.0,4.0
9444,17990,219367,2012.0,12.0
9445,15990,146106,2009.0,15.0
9446,26490,61935,2020.0,4.0
9447,49998,19727,2022.0,2.0
9448,26990,68525,2018.0,6.0
9449,29950,91308,2019.0,5.0
9450,19990,211658,2012.0,12.0
9451,8990,154805,2007.0,17.0
9452,10998,178297,2012.0,12.0
9453,11990,240000,2011.0,13.0
9454,34990,71186,2019.0,5.0
9455,31990,40361,2020.0,4.0
9456,38858,51834,2022.0,2.0
9457,21999,111185,2018.0,6.0
9458,36980,117176,2019.0,5.0
9459,41900,32832,2019.0,5.0
9460,28400,104000,2017.0,7.0
9461,20980,81806,2017.0,7.0
9462,60990,5,2023.0,1.0
9463,17990,17919,2021.0,3.0
9464,40990,80000,2019.0,5.0
9465,12975,342530,2006.0,18.0
9466,19999,214470,2015.0,9.0
9467,16490,53414,2013.0,11.0
9468,7990,172238,2009.0,15.0
9469,45990,74115,2018.0,6.0
9470,18990,159820,2015.0,9.0
9471,39990,66677,2019.0,5.0
9472,27500,33181,2019.0,5.0
9473,13999,192686,2003.0,21.0
9474,28990,96427,2020.0,4.0
9475,21990,159935,2017.0,7.0
9476,17999,260000,2014.0,10.0
9477,21950,90501,2002.0,22.0
9478,6999,152072,2008.0,16.0
9479,27990,74548,2020.0,4.0
9480,36998,130730,2018.0,6.0
9481,51990,16605,2022.0,2.0
9482,11888,226000,2006.0,18.0
9483,38990,69233,2019.0,5.0
9484,37470,95435,2018.0,6.0
9485,32990,158836,2016.0,8.0
9486,27990,47779,2018.0,6.0
9487,5800,341850,2001.0,23.0
9488,8987,198259,2014.0,10.0
9489,22490,100734,2018.0,6.0
9490,26890,59138,2019.0,5.0
9491,11990,210000,2011.0,13.0
9492,26990,95154,2019.0,5.0
9493,52950,14671,2021.0,3.0
9494,33999,153572,2019.0,5.0
9495,16500,215650,2017.0,7.0
9496,43990,9355,2022.0,2.0
9497,14990,130100,2014.0,10.0
9498,14490,90638,2011.0,13.0
9499,32990,195312,2017.0,7.0
9500,14650,126551,2013.0,11.0
9501,28490,80454,2019.0,5.0
9502,43990,89199,2020.0,4.0
9503,25790,39810,2018.0,6.0
9504,23999,85945,2018.0,6.0
9505,36990,145762,2015.0,9.0
9506,38999,73698,2019.0,5.0
9507,26990,51458,2018.0,6.0
9508,11999,187052,2003.0,21.0
9509,10990,185117,2008.0,16.0
9510,9500,181000,2010.0,14.0
9511,44240,11,2023.0,1.0
9512,27498,53567,2019.0,5.0
9513,21988,71605,2016.0,8.0
9514,31990,59936,2021.0,3.0
9515,32990,43761,2021.0,3.0
9516,31360,181867,2017.0,7.0
9517,28880,219500,2012.0,12.0
9518,28990,115823,2018.0,6.0
9519,55999,8595,2022.0,2.0
9520,11999,134750,2009.0,15.0
9521,29560,16922,2019.0,5.0
9522,39490,152201,2019.0,5.0
9523,43650,12,2023.0,1.0
9524,35684,139866,2017.0,7.0
9525,28990,18868,2018.0,6.0
9526,30900,28398,2018.0,6.0
9527,27990,35040,2021.0,3.0
9528,34875,53469,2019.0,5.0
9529,11990,138017,2011.0,13.0
9530,39990,44785,2017.0,7.0
9531,71850,39,2022.0,2.0
9532,11990,197269,2012.0,12.0
9533,13990,237787,2002.0,22.0
9534,29975,148390,2014.0,10.0
9535,16590,172724,2016.0,8.0
9536,21990,128842,2017.0,7.0
9537,22990,180178,2008.0,16.0
9538,38990,65430,2016.0,8.0
9539,43990,89896,2019.0,5.0
9540,12990,273670,2014.0,10.0
9541,53900,33493,2021.0,3.0
9542,21999,105931,2017.0,7.0
9543,33888,54503,2021.0,3.0
9544,61420,609,2023.0,1.0
9545,27832,79732,2019.0,5.0
9546,9990,205498,2012.0,12.0
9547,26990,69033,2019.0,5.0
9548,9990,149011,2013.0,11.0
9549,38990,22583,2021.0,3.0
9550,36990,138710,2017.0,7.0
9551,9990,192564,2009.0,15.0
9552,33990,27947,2021.0,3.0
9553,46250,14,2023.0,1.0
9554,24990,196657,2015.0,9.0
9555,36990,64967,2015.0,9.0
9556,10505,143159,2005.0,19.0
9557,7750,107913,2006.0,18.0
9558,25863,98797,2018.0,6.0
9559,20990,108883,2016.0,8.0
9560,31999,97000,2017.0,7.0
9561,32999,69390,2017.0,7.0
9562,25950,83739,2017.0,7.0
9563,26830,86980,2018.0,6.0
9564,41990,104063,2019.0,5.0
9565,20980,45477,2017.0,7.0
9566,23888,156198,2013.0,11.0
9567,34990,1,2021.0,3.0
9568,28490,91599,2019.0,5.0
9569,29490,106724,2017.0,7.0
9570,51990,68701,2020.0,4.0
9571,39999,33299,2018.0,6.0
9572,11800,242529,2010.0,14.0
9573,30900,98910,2013.0,11.0
9574,56725,-,2023.0,1.0
9575,49999,13456,2022.0,2.0
9576,26850,72259,2019.0,5.0
9577,53532,124,2023.0,1.0
9578,52230,12,2023.0,1.0
9579,46770,12,2023.0,1.0
9580,13997,247594,2010.0,14.0
9581,34990,115000,2018.0,6.0
9582,21990,45199,2017.0,7.0
9583,35999,53693,2021.0,3.0
9584,47990,28185,2021.0,3.0
9585,11990,243359,2010.0,14.0
9586,28977,80254,2020.0,4.0
9587,47990,53711,2021.0,3.0
9588,11866,210153,2008.0,16.0
9589,22990,89354,2019.0,5.0
9590,30990,47350,2019.0,5.0
9591,31999,41118,2021.0,3.0
9592,27930,88687,2018.0,6.0
9593,43990,107199,2019.0,5.0
9594,35990,114151,2015.0,9.0
9595,25990,247578,2014.0,10.0
9596,45890,33000,2019.0,5.0
9597,25990,69965,2019.0,5.0
9598,28996,40250,2017.0,7.0
9599,19990,148072,2015.0,9.0
9600,23999,84465,2015.0,9.0
9601,43990,63815,2019.0,5.0
9602,26913,110134,2016.0,8.0
9603,47990,42145,2021.0,3.0
9604,28490,57342,2020.0,4.0
9605,23990,97628,2019.0,5.0
9606,29980,38795,2018.0,6.0
9607,18990,129676,2015.0,9.0
9608,31990,17595,2022.0,2.0
9609,24990,77677,2018.0,6.0
9610,21990,257027,2009.0,15.0
9611,39990,76641,2019.0,5.0
9612,22997,240797,2013.0,11.0
9613,14650,326184,2008.0,16.0
9614,31771,49191,2020.0,4.0
9615,41490,73350,2018.0,6.0
9616,65490,10,2023.0,1.0
9617,37990,13243,2019.0,5.0
9618,27888,69719,2020.0,4.0
9619,19990,223214,2014.0,10.0
9620,33888,59487,2021.0,3.0
9621,25980,59466,2020.0,4.0
9622,38990,73413,2018.0,6.0
9623,56705,15274,2020.0,4.0
9624,9990,208133,2011.0,13.0
9625,8549,270241,2011.0,13.0
9626,10990,211121,2008.0,16.0
9627,43880,19647,2019.0,5.0
9628,34980,52253,2016.0,8.0
9629,14999,224000,2015.0,9.0
9630,39990,70528,2019.0,5.0
9631,20998,84430,2015.0,9.0
9632,13990,101005,2013.0,11.0
9633,54990,10,2023.0,1.0
9634,29990,76001,2018.0,6.0
9635,20990,219290,2014.0,10.0
9636,14999,232780,2015.0,9.0
9637,34260,62817,2019.0,5.0
9638,44995,129101,1999.0,25.0
9639,40880,44075,2020.0,4.0
9640,25980,70075,2016.0,8.0
9641,23990,35920,2017.0,7.0
9642,22990,37012,2017.0,7.0
9643,8999,401826,2003.0,21.0
9644,44990,90193,2018.0,6.0
9645,42680,73697,2016.0,8.0
9646,39990,90212,2018.0,6.0
9647,22990,139746,2017.0,7.0
9648,38990,59012,2016.0,8.0
9649,8999,176715,2004.0,20.0
9650,17999,239106,2013.0,11.0
9651,12990,66039,2013.0,11.0
9652,27990,43898,2021.0,3.0
9653,24990,37059,2007.0,17.0
9654,26990,97922,2020.0,4.0
9655,8999,327302,2007.0,17.0
9656,17880,139397,2016.0,8.0
9657,26980,227714,2011.0,13.0
9658,18990,109883,2011.0,13.0
9659,31888,34039,2020.0,4.0
9660,27980,98343,2016.0,8.0
9661,21990,97091,2008.0,16.0
9662,34498,104075,2016.0,8.0
9663,32490,165240,2016.0,8.0
9664,33888,138342,2016.0,8.0
9665,18999,12090,2021.0,3.0
9666,54990,24782,2021.0,3.0
9667,6284,241541,2006.0,18.0
9668,30990,48190,2019.0,5.0
9669,14990,281100,2006.0,18.0
9670,28995,40663,2021.0,3.0
9671,4990,198278,2005.0,19.0
9672,25990,58700,2020.0,4.0
9673,25999,282674,2014.0,10.0
9674,39990,105769,2019.0,5.0
9675,28990,179369,2015.0,9.0
9676,29288,90156,2016.0,8.0
9677,23000,110000,2006.0,18.0
9678,14913,147362,2014.0,10.0
9679,25888,99756,2017.0,7.0
9680,45995,87355,2018.0,6.0
9681,24100,97145,2019.0,5.0
9682,24990,245713,2012.0,12.0
9683,14888,151912,2014.0,10.0
9684,32945,115569,2018.0,6.0
9685,26980,64052,2021.0,3.0
9686,29990,51756,2020.0,4.0
9687,37984,135983,2016.0,8.0
9688,45880,55,2023.0,1.0
9689,33990,47041,2020.0,4.0
9690,27990,216306,2017.0,7.0
9691,41990,103026,2016.0,8.0
9692,18888,115262,2002.0,22.0
9693,43889,70523,2016.0,8.0
9694,22990,83817,2016.0,8.0
9695,10990,135954,2011.0,13.0
9696,29888,56941,2019.0,5.0
9697,29990,59996,2020.0,4.0
9698,49990,74614,2021.0,3.0
9699,20999,98160,2013.0,11.0
9700,43990,108252,2019.0,5.0
9701,19990,89014,2011.0,13.0
9702,48990,13343,2021.0,3.0
9703,25500,128000,2013.0,11.0
9704,29990,210111,2016.0,8.0
9705,23990,159880,2014.0,10.0
9706,44999,68300,2019.0,5.0
9707,14990,276558,2010.0,14.0
9708,21300,145776,2010.0,14.0
9709,40990,22070,2020.0,4.0
9710,5999,70014,2004.0,20.0
9711,53999,28139,2020.0,4.0
9712,32913,93518,2018.0,6.0
9713,46990,84760,2019.0,5.0
9714,15999,211943,2015.0,9.0
9715,19913,160576,2015.0,9.0
9716,24980,189019,2017.0,7.0
9717,37990,104513,2019.0,5.0
9718,50990,57775,2020.0,4.0
9719,30490,86273,2019.0,5.0
9720,30990,43642,2020.0,4.0
9721,43990,57429,2021.0,3.0
9722,18990,170465,2015.0,9.0
9723,47990,43811,2021.0,3.0
9724,43981,55317,2020.0,4.0
9725,26888,63960,2021.0,3.0
9726,24913,144179,2016.0,8.0
9727,26999,69694,2019.0,5.0
9728,27999,58951,2020.0,4.0
9729,12999,364582,2010.0,14.0
9730,35990,20805,2019.0,5.0
9731,25998,70788,2021.0,3.0
9732,27888,140532,2017.0,7.0
9733,18990,202120,2012.0,12.0
9734,16999,193000,2016.0,8.0
9735,13999,129430,2010.0,14.0
9736,31990,51446,2019.0,5.0
9737,21999,178097,2014.0,10.0
9738,41870,62677,2017.0,7.0
9739,49998,25384,2022.0,2.0
9740,49999,66003,2019.0,5.0
9741,41990,71902,2019.0,5.0
9742,33990,59365,2020.0,4.0
9743,18299,184079,2013.0,11.0
9744,39999,9438,2019.0,5.0
9745,22990,151963,2017.0,7.0
9746,38888,121290,2019.0,5.0
9747,24555,91907,2017.0,7.0
9748,24670,44104,2021.0,3.0
9749,24998,120449,2018.0,6.0
9750,48990,38610,2020.0,4.0
9751,15990,149953,2006.0,18.0
9752,24990,108933,2017.0,7.0
9753,48868,57937,2021.0,3.0
9754,31980,52000,2021.0,3.0
9755,40490,23782,2021.0,3.0
9756,29855,36007,2018.0,6.0
9757,32930,733,2022.0,2.0
9758,23590,78472,2018.0,6.0
9759,19830,134978,2016.0,8.0
9760,29990,76522,2016.0,8.0
9761,47760,10,2023.0,1.0
9762,47490,112797,2020.0,4.0
9763,43990,95996,2016.0,8.0
9764,31749,87333,2018.0,6.0
9765,23990,78835,2017.0,7.0
9766,24990,121413,2018.0,6.0
9767,17999,113986,2015.0,9.0
9768,39990,35274,2021.0,3.0
9769,13985,355475,2013.0,11.0
9770,25490,79000,2018.0,6.0
9771,60823,-,2023.0,1.0
9772,32975,172000,2017.0,7.0
9773,39990,90000,2019.0,5.0
9774,28280,118906,2018.0,6.0
9775,22999,110733,2015.0,9.0
9776,37977,35756,2019.0,5.0
9777,29888,44001,2021.0,3.0
9778,6995,186708,2003.0,21.0
9779,27688,58379,2020.0,4.0
9780,29990,44212,2021.0,3.0
9781,24988,58746,2019.0,5.0
9782,53999,22409,2020.0,4.0
9783,20990,230179,2010.0,14.0
9784,26990,229776,2016.0,8.0
9785,29980,40042,2021.0,3.0
9786,26580,64991,2020.0,4.0
9787,35988,37884,2020.0,4.0
9788,22490,107689,2015.0,9.0
9789,25999,120547,2016.0,8.0
9790,21990,69369,2014.0,10.0
9791,38990,46741,2021.0,3.0
9792,40888,76110,2016.0,8.0
9793,12992,100500,2012.0,12.0
9794,24984,49869,2018.0,6.0
9795,29990,214326,2018.0,6.0
9796,26490,44000,2020.0,4.0
9797,39990,101530,2017.0,7.0
9798,32998,94281,2018.0,6.0
9799,49890,49950,2020.0,4.0
9800,12990,270610,2011.0,13.0
9801,19990,111629,2014.0,10.0
9802,25950,77823,2019.0,5.0
9803,25990,68137,2019.0,5.0
9804,9990,256793,2009.0,15.0
9805,44995,79133,2018.0,6.0
9806,22850,84380,2021.0,3.0
9807,28999,55239,2019.0,5.0
9808,41990,1800,2023.0,1.0
9809,39999,87360,2018.0,6.0
9810,35950,100102,2017.0,7.0
9811,39490,41041,2021.0,3.0
9812,14913,201331,2014.0,10.0
9813,13990,123817,2010.0,14.0
9814,53880,63014,2021.0,3.0
9815,31990,55282,2020.0,4.0
9816,29950,44703,2019.0,5.0
9817,28999,62037,2018.0,6.0
9818,11995,134558,2009.0,15.0
9819,7800,179475,2009.0,15.0
9820,31999,33064,2019.0,5.0
9821,28800,251621,2014.0,10.0
9822,19990,130695,2016.0,8.0
9823,31369,157509,2017.0,7.0
9824,8900,296000,2005.0,19.0
9825,28990,51141,2020.0,4.0
9826,18990,66201,2014.0,10.0
9827,19413,201247,2016.0,8.0
9828,21995,123473,2010.0,14.0
9829,46888,69503,2019.0,5.0
9830,29990,43672,2020.0,4.0
9831,28670,61713,2020.0,4.0
9832,25950,73760,2018.0,6.0
9833,26488,45500,2021.0,3.0
9834,29990,57258,2020.0,4.0
9835,21990,102772,2013.0,11.0
9836,9850,134911,2009.0,15.0
9837,34990,60529,2020.0,4.0
9838,24980,168346,2014.0,10.0
9839,19900,67496,2016.0,8.0
9840,13488,382303,2007.0,17.0
9841,43888,108419,2018.0,6.0
9842,43990,86111,2020.0,4.0
9843,15990,148835,2010.0,14.0
9844,26470,145350,2014.0,10.0
9845,20879,180595,2017.0,7.0
9846,10990,142600,2004.0,20.0
9847,29750,98947,2019.0,5.0
9848,38990,35321,2021.0,3.0
9849,39705,115467,2017.0,7.0
9850,9999,312286,2008.0,16.0
9851,47894,59229,2019.0,5.0
9852,25980,58210,2021.0,3.0
9853,26890,50827,2021.0,3.0
9854,35990,50603,2020.0,4.0
9855,18411,216799,2010.0,14.0
9856,43990,63551,2015.0,9.0
9857,39950,82463,2016.0,8.0
9858,13799,248791,2012.0,12.0
9859,28990,37858,2019.0,5.0
9860,12990,65400,2013.0,11.0
9861,33990,96491,2015.0,9.0
9862,13980,216410,2016.0,8.0
9863,34990,72141,2019.0,5.0
9864,37980,53499,2018.0,6.0
9865,32990,162486,2017.0,7.0
9866,42995,19897,2020.0,4.0
9867,11999,318206,2003.0,21.0
9868,20990,90500,2016.0,8.0
9869,56990,28738,2021.0,3.0
9870,28999,57362,2019.0,5.0
9871,25780,51851,2020.0,4.0
9872,41830,116072,2018.0,6.0
9873,23990,72301,2017.0,7.0
9874,46990,5,2023.0,1.0
9875,27990,130277,2017.0,7.0
9876,33749,108105,2018.0,6.0
9877,48888,59319,2018.0,6.0
9878,23913,159987,2016.0,8.0
9879,19800,171011,2014.0,10.0
9880,41990,16813,2022.0,2.0
9881,23513,230717,2017.0,7.0
9882,11888,196642,2010.0,14.0
9883,23490,129679,2011.0,13.0
9884,24990,137201,2015.0,9.0
9885,13990,303937,2013.0,11.0
9886,29977,67245,2020.0,4.0
9887,21999,100692,2018.0,6.0
9888,31990,83838,2018.0,6.0
9889,20990,171655,2015.0,9.0
9890,31990,64002,2020.0,4.0
9891,49990,16012,2021.0,3.0
9892,54668,17778,2021.0,3.0
9893,52990,38,2023.0,1.0
9894,29888,50572,2020.0,4.0
9895,28990,54096,2021.0,3.0
9896,41999,80103,2018.0,6.0
9897,29977,71980,2019.0,5.0
9898,27990,86117,2019.0,5.0
9899,26888,70653,2019.0,5.0
9900,46998,15682,2020.0,4.0
