VehicleID,Brand,Year,Model,Title,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,Location,CylindersinEngine,BodyType,Doors,Seats,Price
13830,Toyota,2018,Fortuner,2018 Toyota Fortuner Crusade,USED,Automatic,2.8,AWD,Diesel,8.6,97382,Silver / Burgandy,"Melville, WA",4.0,SUV,4,7,56989
13834,Toyota,2017,Landcruiser,2017 Toyota Landcruiser Prado GXL (4X4),USED,Automatic,2.8,4WD,Diesel,8.0,128909,White / Grey,"Gawler South, SA",4.0,SUV,4,7,54980
13836,Toyota,2021,Hilux,2021 Toyota Hilux Workmate,USED,Automatic,2.7,Rear,Unleaded,10.9,15918,White / 2021/07,"Plympton, SA",4.0,Ute / Tray,2,2,33990
13841,Toyota,2019,Corolla,2019 Toyota Corolla Ascent Sport + TR KIT,USED,Automatic,2.0,Front,Unleaded,6.0,57665,White / Black,"Wodonga, VIC",4.0,Hatchback,5,5,27990
13842,Toyota,2008,Aurion,2008 Toyota Aurion AT-X,USED,Automatic,3.5,Front,Unleaded,9.9,273046,Silver / Black,"Darlington, SA",6.0,Sedan,4,5,5990
13843,Toyota,2020,HiAce,2020 Toyota HiAce LWB (4 Door Option),USED,Automatic,2.8,Rear,Diesel,8.2,86280,White / 2021/04,"Dandenong South, VIC",4.0,Commercial,4,2,51950
13845,Toyota,2018,C-HR,2018 Toyota C-HR Koba (2WD),USED,Automatic,1.2,Front,Premium,5.5,112348,Grey / Black,"Homebush, NSW",4.0,SUV,4,5,27990
13848,Toyota,2018,C-HR,2018 Toyota C-HR Koba (2WD),USED,Automatic,1.2,Front,Premium,5.5,62428,Black / Black,"Wodonga, VIC",4.0,SUV,4,5,29990
13851,Toyota,2016,RAV4,2016 Toyota RAV4 GX (2WD),USED,Automatic,2.0,Front,Unleaded,7.4,177710,White / Black,"Dandenong, VIC",4.0,SUV,4,5,23999
13852,Toyota,2018,Hilux,2018 Toyota Hilux Rogue (4X4),USED,Automatic,2.8,4WD,Diesel,8.5,75863,Red / Black,"Gateshead, NSW",4.0,Ute / Tray,4,5,59990
13854,Toyota,2019,Hilux,2019 Toyota Hilux SR (4X4),USED,Automatic,2.8,4WD,Diesel,8.5,134013,White / Black,"Lismore, NSW",4.0,Ute / Tray,4,5,43995
13855,Toyota,2011,FJ,2011 Toyota FJ Cruiser,USED,Automatic,4.0,4WD,Premium,11.4,242034,White / Black,"Cannington, WA",6.0,SUV,4,5,27998
13856,Toyota,2016,Hilux,2016 Toyota Hilux Workmate,USED,Automatic,2.7,Rear,Unleaded,10.9,161994,White / Black,"North Strathfield, NSW",4.0,Ute / Tray,2,2,24950
13858,Toyota,2017,RAV4,2017 Toyota RAV4 GXL (4X4),USED,Automatic,2.5,AWD,Unleaded,8.5,76410,Black / Black,"Seymour, VIC",4.0,SUV,4,5,35990
13861,Toyota,2013,Corolla,2013 Toyota Corolla Levin SX,USED,Automatic,1.8,Front,Unleaded,6.6,119960,White / Black,"East Maitland, NSW",4.0,Hatchback,5,5,20990
13864,Toyota,2011,Hilux,2011 Toyota Hilux SR (4X4),USED,Automatic,3.0,4WD,Diesel,9.3,209846,White / Cloth,"Mile End, SA",4.0,Ute / Tray,2,3,20222
13865,Toyota,2017,Corolla,2017 Toyota Corolla ZR,USED,Automatic,1.8,Front,Unleaded,6.1,93019,Blue / Black,"Fyshwick, ACT",4.0,Hatchback,5,5,23880
13872,Toyota,2008,Kluger,2008 Toyota Kluger KX-R (fwd) 7 Seat,USED,Automatic,3.5,Front,Unleaded,11.0,250191,Green / Grey,"Islington, NSW",6.0,SUV,4,7,9850
13873,Toyota,2021,Hilux,2021 Toyota Hilux SR HI-Rider,USED,Automatic,2.8,Rear,Diesel,7.5,39766,White / Black,"North Strathfield, NSW",4.0,Ute / Tray,4,5,47950
13874,Toyota,2017,Kluger,2017 Toyota Kluger GXL (4X2),USED,Automatic,3.5,Front,Unleaded,9.1,75896,Silver / Black,"South Bunbury, WA",6.0,SUV,4,7,39900
13877,Toyota,2021,Corolla,2021 Toyota Corolla Ascent Sport (hybrid),USED,Automatic,1.8,Front,Hybrid,3.5,45907,White / Black Fabric,"Maddington, WA",4.0,Sedan,4,5,34800
13880,Toyota,2020,Yaris,2020 Toyota Yaris SX Hybrid,USED,Automatic,1.5,Front,Hybrid,3.3,53370,Green / Black,"Gateshead, NSW",3.0,Hatchback,5,5,34990
13884,Toyota,2019,Hilux,2019 Toyota Hilux SR (4X4),USED,Automatic,2.8,4WD,Diesel,8.5,92124,White / Black,"Wodonga, VIC",4.0,Ute / Tray,4,5,55990
13885,Toyota,2018,C-HR,2018 Toyota C-HR Koba (2WD),USED,Automatic,1.2,Front,Premium,5.5,49919,Red / Black,"Dandenong South, VIC",4.0,SUV,4,5,32950
13891,Toyota,2023,Yaris,2023 Toyota Yaris Cross GR Sport Hybrid (two-Tone),USED,Automatic,1.5,Front,Hybrid,3.8,100,Red / Black Fabric,"Midland, WA",3.0,SUV,4,5,49990
13893,Toyota,2020,Landcruiser,2020 Toyota Landcruiser Prado GXL Flat Tailgate,USED,Automatic,2.8,4WD,Diesel,7.9,57800,White / Grey Fabric,"Hobart, TAS",4.0,SUV,4,7,64888
13894,Toyota,2018,Corolla,2018 Toyota Corolla ZR,USED,Automatic,2.0,Front,Unleaded,6.0,62786,Black / Black,"Mandurah, WA",4.0,Hatchback,5,5,29977
13895,Toyota,2015,Hilux,2015 Toyota Hilux SR5 (4X4),USED,Manual,3.0,4WD,Diesel,8.3,239674,White / Black,"Moonah, TAS",4.0,Ute / Tray,4,5,35950
13896,Toyota,2013,86,2013 Toyota 86 GTS,USED,Automatic,2.0,Rear,Premium,7.1,68808,Red / Black Cloth,"Burwood, VIC",4.0,Coupe,2,4,29890
13899,Toyota,2015,Hilux,2015 Toyota Hilux SR5 (4X4),USED,Manual,3.0,4WD,Diesel,8.3,167996,White / Grey,"Maryville, NSW",4.0,Ute / Tray,4,5,37980
13902,Toyota,2008,RAV4,2008 Toyota RAV4 SX6,USED,Automatic,3.5,4WD,Unleaded,10.5,224440,Black / Black,"Broadmeadow, NSW",6.0,SUV,4,5,14990
13904,Toyota,2018,Camry,2018 Toyota Camry Ascent,USED,Automatic,2.5,Front,Unleaded,7.8,131000,White / Grey,"Labrador, QLD",4.0,Sedan,4,5,23950
13908,Toyota,2006,Hilux,2006 Toyota Hilux SR,USED,Manual,3.0,Rear,Diesel,8.6,401795,White / Black,"Bunbury, WA",4.0,Ute / Tray,4,5,15990
13909,Toyota,2016,Kluger,2016 Toyota Kluger GX (4X2),USED,Automatic,3.5,Front,Unleaded,10.2,137000,Black / Black,"Dandenong, VIC",6.0,SUV,4,7,32999
13910,Toyota,2009,Hilux,2009 Toyota Hilux SR (4X4),USED,Automatic,3.0,4WD,Diesel,9.5,317971,White / Grey,"Edgeworth, NSW",4.0,Ute / Tray,4,5,19999
13913,Toyota,2016,Hilux,2016 Toyota Hilux SR5 (4X4),USED,Automatic,2.8,4WD,Diesel,8.5,245686,Silver / Black,"Castle Hill, NSW",4.0,Ute / Tray,4,5,38990
13914,Toyota,2018,Camry,2018 Toyota Camry Ascent,USED,Automatic,2.5,Front,Unleaded,7.8,95034,Brown / Cloth,"Phillip, ACT",4.0,Sedan,4,5,25300
13915,Toyota,2012,Landcruiser,2012 Toyota Landcruiser Prado GX (4X4),USED,Automatic,3.0,4WD,Diesel,8.5,247776,White / Grey,"Edgeworth, NSW",4.0,SUV,4,5,34990
13919,Toyota,2017,Landcruiser,2017 Toyota Landcruiser Prado GXL (4X4),USED,Automatic,2.8,4WD,Diesel,8.0,50267,White / Black,"Vermont, VIC",4.0,SUV,4,7,68990
13920,Toyota,2012,86,2012 Toyota 86 GTS,USED,Manual,2.0,Rear,Premium,7.8,49794,Red / Black,"HEIDELBERG, VIC",4.0,Coupe,2,4,27888
13921,Toyota,2009,Landcruiser,2009 Toyota Landcruiser Prado GXL (4X4),USED,Automatic,3.0,4WD,Diesel,8.5,300043,Black / Grey,"Edgeworth, NSW",4.0,SUV,4,7,26990
13923,Toyota,2017,Landcruiser,2017 Toyota Landcruiser Prado GXL (4X4),USED,Automatic,2.8,4WD,Diesel,8.0,95350,Silver / Black,"Morley, WA",4.0,SUV,4,7,56760
13924,Toyota,2002,Landcruiser,2002 Toyota Landcruiser GXL (4X4),USED,Automatic,4.2,4WD,Diesel,0.0,326200,Gold / Beige,"Prospect, SA",6.0,SUV,4,8,32999
13928,Toyota,2022,RAV4,2022 Toyota RAV4 GXL (2WD),USED,Automatic,2.0,Front,Unleaded,6.0,21557,Silver / Black,"Fyshwick, ACT",4.0,SUV,5,5,44980
13929,Toyota,2021,RAV4,2021 Toyota RAV4 Cruiser (awd) Hybrid,USED,Automatic,2.5,AWD,Hybrid,4.8,79764,White / Black,"Wodonga, VIC",4.0,SUV,5,5,55990
13931,Toyota,1999,Landcruiser,1999 Toyota Landcruiser (4X4) 11 Seat,USED,Manual,4.2,4WD,Diesel,0.0,221109,White / Brown,"Ferntree Gully, VIC",6.0,SUV,2,11,27999
13932,Toyota,2017,Hilux,2017 Toyota Hilux SR (4X4),USED,Automatic,2.8,4WD,Diesel,8.5,120291,White / Black Fabric,"Bassendean, WA",4.0,Ute / Tray,4,5,42990
13933,Toyota,2016,HiAce,2016 Toyota HiAce LWB,USED,Automatic,2.7,Rear,Unleaded,9.8,145530,Yellow / Grey,"Prospect, SA",4.0,Commercial,4,2,28880
13934,Toyota,2019,Hilux,2019 Toyota Hilux Rugged X (4X4),USED,Automatic,2.8,4WD,Diesel,8.5,88325,White / Black,"Bridgewater, SA",4.0,Ute / Tray,4,5,62990
13935,Toyota,2018,86,2018 Toyota 86 GTS,USED,Automatic,2.0,Rear,Premium,7.1,45308,Black / Black Cloth,"Berwick, VIC",4.0,Coupe,2,4,37999
13936,Toyota,2018,Camry,2018 Toyota Camry SL,USED,Automatic,2.5,Front,Unleaded,8.3,34337,Silver / Black,"Maryville, NSW",4.0,Sedan,4,5,37980
13941,Toyota,2019,Landcruiser,2019 Toyota Landcruiser GXL (4X4),USED,Manual,4.5,4WD,Diesel,10.7,131998,Silver / Black,"East Maitland, NSW",8.0,Ute / Tray,4,5,109990
13943,Toyota,2003,Landcruiser,2003 Toyota Landcruiser Prado Grande (4X4),USED,Automatic,4.0,4WD,Unleaded,13.8,226054,Silver / Black,"Ringwood, VIC",6.0,SUV,4,8,23490
13944,Toyota,2018,RAV4,2018 Toyota RAV4 GXL (2WD),USED,Automatic,2.0,Front,Unleaded,7.4,108183,Black / Black,"Taylors Beach, NSW",4.0,SUV,4,5,30888
13945,Toyota,2012,Camry,2012 Toyota Camry Atara S,USED,Automatic,2.5,Front,Unleaded,7.8,78350,Silver / Silver,"Osborne Park, WA",4.0,Sedan,4,5,17999
13946,Toyota,2021,Landcruiser,2021 Toyota Landcruiser Prado Kakadu,USED,Automatic,2.8,4WD,Diesel,7.9,20835,White / Black Leather Accented,"Maddington, WA",4.0,SUV,4,7,96888
13947,Toyota,2018,Kluger,2018 Toyota Kluger Grande (4X4),USED,Automatic,3.5,AWD,Unleaded,9.5,96384,Black / Black,"Berwick, VIC",6.0,SUV,4,7,52090
13948,Toyota,2022,Landcruiser,2022 Toyota Landcruiser Prado GXL Flat Tailgate,USED,Automatic,2.8,4WD,Diesel,7.9,28111,White / Grey,"Northbridge, WA",4.0,SUV,4,7,75888
13951,Toyota,2014,Kluger,2014 Toyota Kluger GX (4X4),USED,Automatic,3.5,AWD,Unleaded,10.6,204200,Black / Grey  Cloth,"Prospect, SA",6.0,SUV,4,7,21999
13954,Toyota,2019,Landcruiser,2019 Toyota Landcruiser LC200 Sahara (4X4),USED,Automatic,4.5,4WD,Diesel,9.5,86396,Grey / Black,"East Maitland, NSW",8.0,SUV,4,7,123888
13955,Toyota,2020,RAV4,2020 Toyota RAV4 GX 2WD Hybrid,USED,Automatic,2.5,Front,Hybrid,4.7,52318,Silver / Black Fabric,"Maddington, WA",4.0,SUV,5,5,45999
13957,Toyota,2022,RAV4,2022 Toyota RAV4 GX (2WD) Hybrid,USED,Automatic,2.5,Front,Hybrid,4.7,124,White / 2022/07,"Dandenong South, VIC",4.0,SUV,5,5,54950
13963,Toyota,2022,Hilux,2022 Toyota Hilux Workmate (4X2),USED,Automatic,2.7,Front,Unleaded,10.9,41892,Grey / Black,"Gateshead, NSW",4.0,Ute / Tray,2,2,36990
13965,Toyota,2020,RAV4,2020 Toyota RAV4 GX AWD Hybrid,USED,Automatic,2.5,AWD,Hybrid,4.8,98884,White / Grey,"Myaree, WA",4.0,SUV,5,5,42388
13967,Toyota,2010,Landcruiser,2010 Toyota Landcruiser Prado GXL (4X4),USED,Automatic,3.0,4WD,Diesel,8.5,269033,White / Grey,"Mayfield West, NSW",4.0,SUV,4,7,34990
13972,Toyota,2014,Hilux,2014 Toyota Hilux Workmate,USED,Manual,2.7,Rear,Unleaded,11.0,195823,White / Black,"Bayswater, WA",4.0,Ute / Tray,2,3,12990
13975,Toyota,2022,HiAce,2022 Toyota HiAce Slwb,USED,Automatic,2.8,Rear,Diesel,8.4,12835,White / Grey,"Gateshead, NSW",4.0,Commercial,5,2,59990
13977,Toyota,2022,Landcruiser,2022 Toyota Landcruiser 70 Series LC79 GXL,USED,Manual,4.5,AWD,Diesel,10.7,25,Gold / Black,"Moruya, NSW",8.0,Ute / Tray,4,5,122990
13980,Toyota,2021,Camry,2021 Toyota Camry Ascent Sport Hybrid,USED,Automatic,2.5,Front,Hybrid,4.5,16307,White / Grey,"Brookvale, NSW",4.0,Sedan,4,5,49888
13987,Toyota,2021,Hilux,2021 Toyota Hilux SR5 (4X4),USED,Manual,2.8,4WD,Diesel,7.4,38505,Blue / Black,"Fyshwick, ACT",4.0,Ute / Tray,4,5,62980
13989,Toyota,2019,Camry,2019 Toyota Camry Ascent (hybrid),USED,Automatic,2.5,Front,Hybrid,4.2,54960,White / Cloth,"Mile End, SA",4.0,Sedan,4,5,34490
13990,Toyota,2016,Hilux,2016 Toyota Hilux Workmate,USED,Automatic,2.7,Rear,Unleaded,10.4,139346,White / Black,"Belconnen, ACT",4.0,Ute / Tray,4,5,27990
13991,Toyota,2005,Camry,2005 Toyota Camry Ateva,USED,Automatic,3.0,Front,Unleaded,11.2,228299,White / Gray,"Mile End, SA",6.0,Sedan,4,5,6999
13992,Toyota,2018,Corolla,2018 Toyota Corolla Ascent Sport,USED,Automatic,2.0,Front,Unleaded,6.0,53421,White / Grey,"Cardiff, NSW",4.0,Hatchback,5,5,27989
13995,Toyota,2020,Hilux,2020 Toyota Hilux Workmate,USED,Automatic,2.7,Rear,Unleaded,10.4,48750,White / Black,"Mile End South, SA",4.0,Ute / Tray,4,5,36888
13996,Toyota,2017,Hilux,2017 Toyota Hilux SR (4X4),USED,Automatic,2.8,4WD,Diesel,8.5,116878,White / Black,"Gungahlin, ACT",4.0,Ute / Tray,4,5,44888
13998,Toyota,2019,Camry,2019 Toyota Camry Ascent Sport,USED,Automatic,2.5,Front,Unleaded,8.3,92189,White / Grey,"Cardiff, NSW",4.0,Sedan,4,5,27789
14000,Toyota,2019,Landcruiser,2019 Toyota Landcruiser Prado GXL (4X4),USED,Automatic,2.8,4WD,Diesel,8.0,128171,White / White,"Osborne Park, WA",4.0,SUV,4,7,60990
14003,Toyota,2021,Fortuner,2021 Toyota Fortuner Crusade,USED,Automatic,2.8,4WD,Diesel,7.6,26129,White / Leather,"Greenway, ACT",4.0,SUV,4,7,67555
14004,Toyota,2017,RAV4,2017 Toyota RAV4 GX (4X4),USED,Automatic,2.5,AWD,Unleaded,8.5,123968,Silver / Cloth,"Phillip, ACT",4.0,SUV,4,5,24800
14005,Toyota,2019,C-HR,2019 Toyota C-HR Koba (2WD),USED,Automatic,1.2,Front,Premium,5.5,124167,Silver / Black,"Phillip, ACT",4.0,SUV,4,5,28980
14006,Toyota,2018,Corolla,2018 Toyota Corolla Ascent Sport,USED,Automatic,1.8,Front,Unleaded,6.1,64777,White / Black,"Hume, ACT",4.0,Hatchback,5,5,25700
14007,Toyota,2021,HiAce,2021 Toyota HiAce Slwb GL (colours),USED,Automatic,2.8,Rear,Diesel,8.4,25251,White / Black,"Taree, NSW",4.0,Commercial,5,2,84990
14008,Toyota,2022,Hilux,2022 Toyota Hilux SR (4X4),USED,Automatic,2.8,4WD,Diesel,7.9,29512,White / Black,"Fyshwick, ACT",4.0,Ute / Tray,4,5,56880
14009,Toyota,2021,Hilux,2021 Toyota Hilux Workmate,USED,Automatic,2.7,Rear,Unleaded,10.4,58924,White / Black,"Mile End South, SA",4.0,Ute / Tray,4,5,38990
14010,Toyota,2018,Camry,2018 Toyota Camry SL,USED,Automatic,2.5,Front,Unleaded,8.3,18617,White / Black,"Bayswater, WA",4.0,Sedan,4,5,35999
14011,Toyota,2020,Landcruiser,2020 Toyota Landcruiser Prado GXL (4X4),USED,Automatic,2.8,4WD,Diesel,8.0,69015,White / Grey Fabric,"Northbridge, WA",4.0,SUV,4,7,67888
14012,Toyota,2013,Kluger,2013 Toyota Kluger Grande (4X4),USED,Automatic,3.5,4WD,Unleaded,11.6,208478,Silver / Black,"Victoria Park, WA",6.0,SUV,4,7,14985
14013,Toyota,2016,Yaris,2016 Toyota Yaris SX,USED,Automatic,1.5,Front,Unleaded,6.3,133581,Red / 3Lfe20,"Albion Park, NSW",4.0,Hatchback,5,5,18990
14015,Toyota,2011,Landcruiser,2011 Toyota Landcruiser Prado GX (4X4),USED,Manual,3.0,4WD,Diesel,8.8,245120,White / Grey,"Mayfield, NSW",4.0,SUV,4,5,26995
14016,Toyota,2010,Kluger,2010 Toyota Kluger KX-R (fwd) 5 Seat,USED,Automatic,3.5,Front,Unleaded,11.0,243345,White / Black,"Victoria Park, WA",6.0,SUV,4,5,9985
14017,Toyota,2016,Landcruiser,2016 Toyota Landcruiser Workmate (4X4),USED,Manual,4.5,4WD,Diesel,11.5,169215,White / Grey,"Singleton, NSW",8.0,Ute / Tray,2,3,69990
14018,Toyota,2023,C-HR,2023 Toyota C-HR Koba (2WD),USED,Automatic,1.2,Front,Premium,6.4,46,White / 2Xlg22,"North Wollongong, NSW",4.0,SUV,4,5,45888
14019,Toyota,2021,Corolla,2021 Toyota Corolla Ascent Sport Hybrid,USED,Automatic,1.8,Front,Hybrid,4.2,54589,White / 44Fa20,"North Wollongong, NSW",4.0,Hatchback,5,5,29888
14029,Toyota,2010,Hilux,2010 Toyota Hilux SR (4X4),USED,Manual,3.0,4WD,Diesel,8.5,287349,White / Grey,"Kurri Kurri, NSW",4.0,Ute / Tray,4,5,24999
14033,Toyota,2019,Corolla,2019 Toyota Corolla Ascent Sport (hybrid),USED,Automatic,1.8,Front,Hybrid,4.2,75730,Silver / Black,"Somerton Park, SA",4.0,Hatchback,5,5,28490
14041,Toyota,2019,C-HR,2019 Toyota C-HR Koba (awd),USED,Automatic,1.2,AWD,Premium,5.6,76683,Silver / Black,"Gateshead, NSW",4.0,SUV,4,5,36990
14043,Toyota,2013,Kluger,2013 Toyota Kluger Grande (4X4),USED,Automatic,3.5,4WD,Unleaded,11.6,103705,Black / Black,"Brookvale, NSW",6.0,SUV,4,7,30980
14044,Toyota,2017,Corolla,2017 Toyota Corolla Ascent Sport,USED,Automatic,1.8,Front,Unleaded,6.1,109897,Silver / Cloth,"Phillip, ACT",4.0,Hatchback,5,5,19990
14046,Toyota,2021,Kluger,2021 Toyota Kluger GX Hybrid AWD,USED,Automatic,2.5,AWD,Hybrid,5.6,14957,White / Grey,"Waitara, NSW",4.0,SUV,5,7,65888
14047,Toyota,2022,Corolla,2022 Toyota Corolla Ascent Sport Hybrid,USED,Automatic,1.8,Front,Hybrid,4.2,14877,White / 44Fa20,"North Wollongong, NSW",4.0,Hatchback,5,5,33299
14052,Toyota,2018,RAV4,2018 Toyota RAV4 GXL (4X4),USED,Automatic,2.5,AWD,Unleaded,8.5,93926,White / Cloth,"Phillip, ACT",4.0,SUV,4,5,34888
14054,Toyota,2019,Hilux,2019 Toyota Hilux Rugged X (4X4),USED,Automatic,2.8,4WD,Diesel,8.5,79979,Silver / Black,"Cessnock, NSW",4.0,Ute / Tray,4,5,63990
14057,Toyota,2017,Corolla,2017 Toyota Corolla SX,USED,Manual,1.8,Front,Unleaded,7.0,72333,Blue / Black,"Phillip, ACT",4.0,Sedan,4,5,18990
14058,Toyota,2013,RAV4,2013 Toyota RAV4 Cruiser (4X4),USED,Automatic,2.2,AWD,Diesel,6.5,150000,Brown / Black,"Myaree, WA",4.0,SUV,4,5,25850
14061,Toyota,2015,Landcruiser,2015 Toyota Landcruiser GXL (4X4),USED,Automatic,4.5,4WD,Diesel,9.5,214453,White / Grey,"Ningi, QLD",8.0,SUV,4,7,64950
14063,Toyota,2020,RAV4,2020 Toyota RAV4 GX (awd) Hybrid,USED,Automatic,2.5,AWD,Hybrid,4.8,62375,Silver / Grey,"Mornington, VIC",4.0,SUV,5,5,45990
14065,Toyota,2009,RAV4,2009 Toyota RAV4 Cruiser L (4X4),USED,Automatic,2.4,4WD,Unleaded,9.6,122000,Silver / Black,"Ringwood, VIC",4.0,SUV,4,5,18800
14068,Toyota,2018,Camry,2018 Toyota Camry SL (hybrid),USED,Automatic,2.5,Front,Hybrid,4.5,66026,Silver / Black Leather,"Sunnybank Hills, QLD",4.0,Sedan,4,5,38750
14070,Toyota,2018,Hilux,2018 Toyota Hilux SR HI-Rider,USED,Automatic,2.8,Rear,Diesel,8.1,128103,White / Black,"Cranbourne, VIC",4.0,Ute / Tray,4,5,39888
14075,Toyota,2021,Corolla,2021 Toyota Corolla Ascent Sport Hybrid,USED,Automatic,1.8,Front,Hybrid,4.2,36922,White / Grey,"Tweed Heads South, NSW",4.0,Hatchback,5,5,31990
14076,Toyota,2022,Yaris,2022 Toyota Yaris Cross Urban Hybrid,USED,Automatic,1.5,AWD,Hybrid,4.0,1492,Gold / Dark Brown F,"Kedron, QLD",3.0,SUV,4,5,49990
14081,Toyota,2018,Yaris,2018 Toyota Yaris Ascent,USED,Automatic,1.3,Front,Unleaded,6.4,116061,White / Black  Cloth,"West Footscray, VIC",4.0,Hatchback,5,5,19990
14082,Toyota,2019,Landcruiser,2019 Toyota Landcruiser Prado GXL (4X4),USED,Automatic,2.8,4WD,Diesel,8.0,52069,Grey / Black,"Indooroopilly, QLD",4.0,SUV,4,7,67895
14083,Toyota,2011,Corolla,2011 Toyota Corolla Ascent Sport,USED,Automatic,1.8,Front,Unleaded,7.4,89300,Blue / Black,"Strathpine, QLD",4.0,Hatchback,5,5,16990
14084,Toyota,2018,C-HR,2018 Toyota C-HR Koba (2WD),USED,Automatic,1.2,Front,Premium,5.5,59464,White / Black,"Chermside, QLD",4.0,SUV,4,5,32999
14086,Toyota,2023,Corolla,2023 Toyota Corolla Ascent Sport + Conv PK Hybrid,USED,Automatic,1.8,Front,Hybrid,3.9,365,White / Black Cloth,"Oakleigh, VIC",4.0,Sedan,4,5,43487
14087,Toyota,2018,Camry,2018 Toyota Camry SL,USED,Automatic,2.5,Front,Unleaded,8.3,19096,Black / Black,"Brooklyn, VIC",4.0,Sedan,4,5,40932
14091,Toyota,2018,C-HR,2018 Toyota C-HR (2WD),USED,Automatic,1.2,Front,Premium,5.5,77416,Green / Grey & Black,"Frankston, VIC",4.0,SUV,4,5,29720
14092,Toyota,2021,C-HR,2021 Toyota C-HR GXL (2WD),USED,Automatic,1.2,Front,Premium,6.4,25937,Black / Black,"Hoppers Crossing, VIC",4.0,SUV,4,5,38990
14094,Toyota,2002,Landcruiser,2002 Toyota Landcruiser Prado GXL (4X4),USED,Manual,3.0,4WD,Diesel,0.0,335550,White / Grey,"Ferntree Gully, VIC",4.0,SUV,4,8,15999
14095,Toyota,2022,Corolla,2022 Toyota Corolla Ascent Sport + Navigation,USED,Automatic,2.0,Front,Unleaded,6.0,10499,Blue / Grey,"Geelong, VIC",4.0,Hatchback,5,5,34990
14096,Toyota,2017,C-HR,2017 Toyota C-HR (2WD),USED,Automatic,1.2,Front,Premium,6.4,64660,Red / Black,"Cranbourne, VIC",4.0,SUV,4,5,32490
14098,Toyota,2021,Hilux,2021 Toyota Hilux SR HI-Rider (4X2),USED,Manual,2.8,Rear,Diesel,7.1,13951,White / Black,"Hoppers Crossing, VIC",4.0,Ute / Tray,4,5,49990
14102,Toyota,2021,Camry,2021 Toyota Camry Ascent Hybrid,USED,Automatic,2.5,Front,Hybrid,4.2,29691,White / Black,"Melbourne, VIC",4.0,Sedan,4,5,43950
14103,Toyota,2020,Corolla,2020 Toyota Corolla ZR (hybrid),USED,Automatic,1.8,Front,Hybrid,4.2,23225,Silver / Black,"SOUTH MELBOURNE, VIC",4.0,Hatchback,5,5,40880
14104,Toyota,2018,Corolla,2018 Toyota Corolla Ascent Sport (hybrid),USED,Automatic,1.8,Front,Hybrid,4.2,20345,White / Grey,"Essendon Fields, VIC",4.0,Hatchback,5,5,33910
14107,Toyota,2017,Corolla,2017 Toyota Corolla Ascent,USED,Automatic,1.8,Front,Unleaded,6.1,70916,White / Black,"Toowoomba City, QLD",4.0,Hatchback,5,5,18900
14109,Toyota,2014,Corolla,2014 Toyota Corolla ZR,USED,Automatic,1.8,Front,Unleaded,6.6,70694,Red / Black,"Keysborough, VIC",4.0,Sedan,4,5,22970
14110,Toyota,2018,Camry,2018 Toyota Camry Ascent,USED,Automatic,2.5,Front,Unleaded,7.8,77085,White / Black,"Brooklyn, VIC",4.0,Sedan,4,5,28787
14112,Toyota,2020,Corolla,2020 Toyota Corolla Ascent Sport Hybrid,USED,Automatic,1.8,Front,Hybrid,4.2,54190,White / Black,"Cheltenham, VIC",4.0,Hatchback,5,5,29500
14113,Toyota,2021,Camry,2021 Toyota Camry SX Hybrid,USED,Automatic,2.5,Front,Hybrid,4.7,30939,White / Black,"Keysborough, VIC",4.0,Sedan,4,5,51970
14114,Toyota,2019,Kluger,2019 Toyota Kluger Grande (4X2),USED,Automatic,3.5,Front,Unleaded,9.3,45095,White / Black,"Hoppers Crossing, VIC",6.0,SUV,4,7,55990
14116,Toyota,2022,RAV4,2022 Toyota RAV4 GXL (2WD),USED,Automatic,2.0,Front,Unleaded,6.0,8052,White / Embossed Pattern Black Fabric,"Keysborough, VIC",4.0,SUV,5,5,52970
14119,Toyota,2011,Corolla,2011 Toyota Corolla Ascent,USED,Automatic,1.8,Front,Unleaded,7.4,195020,White / Black,"Coorparoo, QLD",4.0,Sedan,4,5,9350
14121,Toyota,2007,RAV4,2007 Toyota RAV4 CV (4X4),USED,Automatic,2.4,4WD,Unleaded,9.6,230915,Red / Black,"Footscray, VIC",4.0,SUV,4,5,10999
14124,Toyota,2019,Kluger,2019 Toyota Kluger Grande (4X4),USED,Automatic,3.5,AWD,Unleaded,9.5,32493,Silver / Black Leather,"Berwick, VIC",6.0,SUV,4,7,55999
14125,Toyota,2023,RAV4,2023 Toyota RAV4 Cruiser (awd) Hybrid,USED,Automatic,2.5,AWD,Hybrid,4.8,66,White / Black Leather Accented,"Keysborough, VIC",4.0,SUV,5,5,76888
14126,Toyota,2014,Camry,2014 Toyota Camry Altise,USED,Automatic,2.5,Front,Unleaded,7.8,186624,White / Grey  Cloth,"West Footscray, VIC",4.0,Sedan,4,5,17990
14129,Toyota,2021,Corolla,2021 Toyota Corolla Ascent Sport,USED,Automatic,2.0,Front,Unleaded,6.0,67864,Silver / Black,"Hoppers Crossing, VIC",4.0,Sedan,4,5,31990
14131,Toyota,2019,Kluger,2019 Toyota Kluger GX (4X4),USED,Automatic,3.5,AWD,Unleaded,9.5,57355,Silver / Black,"Frankston, VIC",6.0,SUV,4,7,43888
