,Brand,Year,Model,Title,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,Location,CylindersinEngine,BodyType,Doors,Seats,Price
9691,Mitsubishi,2016,Pajero,2016 Mitsubishi Pajero GLS LWB (4X4),USED,Automatic,"4 cyl, 3.2 L",4WD,Diesel,9 L / 100 km,103026,White / Black,"Rockingham, WA",4 cyl,SUV, 4 Doors, 7 Seats,41990
9692,Mitsubishi,2002,Airtrek,2002 Mitsubishi Airtrek,USED,-,-,Other,-,-,115262,Black / -,"Smeaton Grange, NSW",-,Wagon,,,18888
9693,Mitsubishi,2016,Pajero,2016 Mitsubishi Pajero Sport Exceed (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,8 L / 100 km,70523,Black / Black,"Cannington, WA",4 cyl,SUV, 4 Doors, 5 Seats,43889
9694,Mitsubishi,2016,Outlander,2016 Mitsubishi Outlander LS (4X2),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.6 L / 100 km,83817,Grey / -,"Beverley, SA",4 cyl,SUV, 4 Doors, 5 Seats,22990
9695,Mitsubishi,2011,Express,2011 Mitsubishi Express SWB,USED,Manual,"4 cyl, 2.4 L",Rear,Unleaded,12 L / 100 km,135954,White / Grey,"Tuggerah, NSW",4 cyl,Commercial, 2 Doors, 2 Seats,10990
9696,Mitsubishi,2019,Outlander,2019 Mitsubishi Outlander LS 7 Seat (2WD),USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,6.8 L / 100 km,56941,Grey / Cloth,"Phillip, ACT",4 cyl,SUV, 4 Doors, 7 Seats,29888
9697,Mitsubishi,2020,Eclipse,2020 Mitsubishi Eclipse Cross ES (2WD),USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,7.3 L / 100 km,59996,White / -,"South Nowra, NSW",4 cyl,SUV, 4 Doors, 5 Seats,29990
9698,Mitsubishi,2021,Triton,2021 Mitsubishi Triton GLX-R (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,8.6 L / 100 km,74614,Red / -,"Tuggerah, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,49990
9699,Mitsubishi,2013,Outlander,2013 Mitsubishi Outlander Aspire (4X4),USED,Automatic,"4 cyl, 2.4 L",AWD,Unleaded,7.5 L / 100 km,98160,Orange / Black,"Mile End, SA",4 cyl,SUV, 4 Doors, 7 Seats,20999
9700,Mitsubishi,2019,Triton,2019 Mitsubishi Triton GLS (4X4) Premium,USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,7.6 L / 100 km,108252,Grey / Grey,"Singleton, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,43990
9701,Mitsubishi,2011,Triton,2011 Mitsubishi Triton GLX (4X4),USED,Automatic,"4 cyl, 2.5 L",4WD,Diesel,9.9 L / 100 km,89014,White / -,"Slacks Creek, QLD",4 cyl,Ute / Tray, 2 Doors, 3 Seats,19990
9702,Mitsubishi,2021,Triton,2021 Mitsubishi Triton GLS (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,8.6 L / 100 km,13343,White / 13X,"Albion Park Rail, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,48990
9703,Mitsubishi,2013,Triton,2013 Mitsubishi Triton GLX (4X4),USED,Automatic,"4 cyl, 2.5 L",4WD,Diesel,9.9 L / 100 km,128000,White / -,"Archerfield, QLD",4 cyl,Ute / Tray, 4 Doors, 5 Seats,25500
9704,Mitsubishi,2016,Pajero,2016 Mitsubishi Pajero GLX LWB (4X4),USED,Automatic,"4 cyl, 3.2 L",4WD,Diesel,9 L / 100 km,210111,White / Black,"Moorooka, QLD",4 cyl,SUV, 4 Doors, 7 Seats,29990
9705,Mitsubishi,2014,Triton,2014 Mitsubishi Triton GLX (4X4),USED,Manual,"4 cyl, 2.5 L",4WD,Diesel,8.1 L / 100 km,159880,White / Grey,"Port Macquarie, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,23990
9706,Mitsubishi,2019,Pajero,2019 Mitsubishi Pajero GLX LWB (4X4) 7 Seat,USED,Automatic,"4 cyl, 3.2 L",4WD,Diesel,9 L / 100 km,68300,White / -,"Rockingham, WA",4 cyl,SUV, 4 Doors, 7 Seats,44999
9707,Mitsubishi,2010,Triton,2010 Mitsubishi Triton GLX-R (4X4),USED,Manual,"4 cyl, 2.5 L",4WD,Diesel,9.1 L / 100 km,276558,- / -,"Bellevue, WA",4 cyl,Ute / Tray, 4 Doors, 5 Seats,14990
9708,Mitsubishi,2010,Delica,2010 Mitsubishi Delica,USED,Automatic,-,Other,Unleaded,-,145776,Silver / Black,"Allenstown, QLD",-,Commercial,,,21300
9709,Mitsubishi,2020,Express,2020 Mitsubishi Express GLX LWB,USED,Automatic,"4 cyl, 2 L",Rear,Diesel,7.3 L / 100 km,22070,White / -,"Mount Gravatt, QLD",4 cyl,Commercial, 4 Doors, 3 Seats,40990
9710,Mitsubishi,2004,Lancer,2004 Mitsubishi Lancer LS,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.8 L / 100 km,70014,Silver / Grey,"Kurri Kurri, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,5999
9711,Mitsubishi,2020,Pajero,2020 Mitsubishi Pajero Sport GLS (4X4) 5 Seat,USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,8 L / 100 km,28139,White / -,"Victoria Park, WA",4 cyl,SUV, 4 Doors, 7 Seats,53999
9712,Mitsubishi,2018,Triton,2018 Mitsubishi Triton GLS (4X4) Blackline,USED,Manual,"4 cyl, 2.4 L",4WD,Diesel,7.2 L / 100 km,93518,Black / -,"Cardiff, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,32913
9713,Mitsubishi,2019,Triton,2019 Mitsubishi Triton GLS (4X4) Premium,USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,7.6 L / 100 km,84760,Blue / -,"Parramatta Park, QLD",4 cyl,Ute / Tray, 4 Doors, 5 Seats,46990
9714,Mitsubishi,2015,Outlander,2015 Mitsubishi Outlander ZK LS Wagon 5dr CVT 6sp 2WD 2.0i MY16,USED,Automatic,-,Front,Unleaded,-,211943,Red / -,"Beaconsfield, WA",-,Wagon,,,15999
9715,Mitsubishi,2015,Triton,2015 Mitsubishi Triton GLX (4X4),USED,Manual,"4 cyl, 2.5 L",4WD,Diesel,8.1 L / 100 km,160576,Black / -,"Cardiff, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,19913
9716,Mitsubishi,2017,Triton,2017 Mitsubishi Triton 2017 MITSUBISHI TRITON GLX MQ MANUAL 4X4 MY18 DOUBLE CAB,USED,Manual,-,Other,-,-,189019,White / -,"Victoria Park, WA",-,Ute / Tray,,,24980
9717,Mitsubishi,2019,Triton,2019 Mitsubishi Triton GLS (4X4),USED,Manual,"4 cyl, 2.4 L",4WD,Diesel,7.2 L / 100 km,104513,Grey / Black,"Cardiff, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,37990
9718,Mitsubishi,2020,Pajero,2020 Mitsubishi Pajero Sport Exceed (4X4) 7 Seat,USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,8 L / 100 km,57775,White / Black,"Rockingham, WA",4 cyl,SUV, 4 Doors, 7 Seats,50990
9719,Mitsubishi,2019,Outlander,2019 Mitsubishi Outlander ES 7 Seat (2WD),USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,6.8 L / 100 km,86273,Silver / -,"Hoppers Crossing, VIC",4 cyl,SUV, 4 Doors, 7 Seats,30490
9720,Mitsubishi,2020,Outlander,2020 Mitsubishi Outlander ES 7 Seat (2WD),USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,7.2 L / 100 km,43642,White / Black,"Albion Park, NSW",4 cyl,SUV, 4 Doors, 7 Seats,30990
9721,Mitsubishi,2021,Triton,2021 Mitsubishi Triton GLX-R (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,8.6 L / 100 km,57429,White / -,"Kedron, QLD",4 cyl,Ute / Tray, 4 Doors, 5 Seats,43990
9722,Mitsubishi,2015,Triton,2015 Mitsubishi Triton GLX (4X4),USED,Automatic,"4 cyl, 2.5 L",4WD,Diesel,9.3 L / 100 km,170465,White / -,"Welshpool, WA",4 cyl,Ute / Tray, 4 Doors, 5 Seats,18990
9723,Mitsubishi,2021,Pajero,2021 Mitsubishi Pajero Sport GLX (4X4) 5 Seat,USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,8 L / 100 km,43811,Grey / -,"Cardiff, NSW",4 cyl,SUV, 4 Doors, 5 Seats,47990
9724,Mitsubishi,2020,Triton,2020 Mitsubishi Triton GLX-R (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,8.6 L / 100 km,55317,Grey / Black,"Melville, WA",4 cyl,Ute / Tray, 4 Doors, 5 Seats,43981
9725,Mitsubishi,2021,ASX,2021 Mitsubishi ASX LS (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.6 L / 100 km,63960,Silver / Black,"Fyshwick, ACT",4 cyl,SUV, 4 Doors, 5 Seats,26888
9726,Mitsubishi,2016,Triton,2016 Mitsubishi Triton GLS (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,7.6 L / 100 km,144179,Blue / -,"Cardiff, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,24913
9727,Mitsubishi,2019,ASX,2019 Mitsubishi ASX ES Adas ( 2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.6 L / 100 km,69694,Silver / -,"Victoria Park, WA",4 cyl,SUV, 4 Doors, 5 Seats,26999
9728,Mitsubishi,2020,Eclipse,2020 Mitsubishi Eclipse Cross ES (2WD),USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,7.3 L / 100 km,58951,Blue / -,"Victoria Park, WA",4 cyl,SUV, 4 Doors, 5 Seats,27999
9729,Mitsubishi,2010,Challenger,2010 Mitsubishi Challenger XLS (5 Seat) (4X4),USED,Automatic,"4 cyl, 2.5 L",4WD,Diesel,9.8 L / 100 km,364582,Silver / -,"Bentley, WA",4 cyl,SUV, 4 Doors, 5 Seats,12999
9730,Mitsubishi,2019,ASX,2019 Mitsubishi ASX GSR (2WD),USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,7.9 L / 100 km,20805,White / -,"Hoppers Crossing, VIC",4 cyl,SUV, 4 Doors, 5 Seats,35990
9731,Mitsubishi,2021,ASX,2021 Mitsubishi ASX LS (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.6 L / 100 km,70788,White / Black Cloth,"Morley, WA",4 cyl,SUV, 4 Doors, 5 Seats,25998
9732,Mitsubishi,2017,Triton,2017 Mitsubishi Triton GLX Plus (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,7.6 L / 100 km,140532,White / Grey,"Cardiff, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,27888
9733,Mitsubishi,2012,Triton,2012 Mitsubishi Triton GLX (4X4),USED,Automatic,"4 cyl, 2.5 L",4WD,Diesel,9.9 L / 100 km,202120,White / Grey,"Edgeworth, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,18990
9734,Mitsubishi,2016,Triton,2016 Mitsubishi Triton GLX,USED,Manual,"4 cyl, 2.4 L",Rear,Unleaded,10.9 L / 100 km,193000,Silver / -,"Archerfield, QLD",4 cyl,Ute / Tray, 2 Doors, 2 Seats,16999
9735,Mitsubishi,2010,Outlander,2010 Mitsubishi Outlander LS (fwd),USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,9.3 L / 100 km,129430,White / Black,"Altona North, VIC",4 cyl,SUV, 4 Doors, 5 Seats,13999
9736,Mitsubishi,2019,Outlander,2019 Mitsubishi Outlander Black Edition 7 Seat (2WD),USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,7.2 L / 100 km,51446,Red / -,"Wollongong, NSW",4 cyl,SUV, 4 Doors, 7 Seats,31990
9737,Mitsubishi,2014,Triton,2014 Mitsubishi Triton GLX (4X4),USED,Manual,"4 cyl, 2.5 L",4WD,Diesel,8.1 L / 100 km,178097,- / -,"Upper Ferntree Gully, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,21999
9738,Mitsubishi,2017,Triton,2017 Mitsubishi Triton Exceed (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,7.6 L / 100 km,62677,White / -,"Essendon Fields, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,41870
9739,Mitsubishi,2022,Triton,2022 Mitsubishi Triton GLX (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,8.6 L / 100 km,25384,White / Black,"Morley, WA",4 cyl,Ute / Tray, 4 Doors, 5 Seats,49998
9740,Mitsubishi,2019,Pajero,2019 Mitsubishi Pajero GLS LWB (4X4) 7 Seat,USED,Automatic,"4 cyl, 3.2 L",4WD,Diesel,9 L / 100 km,66003,White / -,"Victoria Park, WA",4 cyl,SUV, 4 Doors, 7 Seats,49999
9741,Mitsubishi,2019,Triton,2019 Mitsubishi Triton GLX Plus (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,7.6 L / 100 km,71902,White / -,"Woodridge, QLD",4 cyl,Ute / Tray, 4 Doors, 5 Seats,41990
9742,Mitsubishi,2020,Outlander,2020 Mitsubishi Outlander ES 7 Seat (awd),USED,Automatic,"4 cyl, 2.4 L",AWD,Unleaded,7.2 L / 100 km,59365,Grey / -,"Rockingham, WA",4 cyl,SUV, 4 Doors, 7 Seats,33990
9743,Mitsubishi,2013,Outlander,2013 Mitsubishi Outlander LS (4X4),USED,Automatic,"4 cyl, 2.3 L",AWD,Diesel,5.8 L / 100 km,184079,Grey / -,"Garbutt, QLD",4 cyl,SUV, 4 Doors, 7 Seats,18299
9744,Mitsubishi,2019,Triton,2019 Mitsubishi Triton GLX Adas,USED,Automatic,"4 cyl, 2.4 L",Rear,Diesel,7.5 L / 100 km,9438,White / -,"Victoria Park, WA",4 cyl,Ute / Tray, 4 Doors, 5 Seats,39999
9745,Mitsubishi,2017,ASX,2017 Mitsubishi ASX XLS (4WD),USED,Automatic,"4 cyl, 2.3 L",4WD,Diesel,6 L / 100 km,151963,White / Grey,"Singleton, NSW",4 cyl,SUV, 4 Doors, 5 Seats,22990
9746,Mitsubishi,2019,Triton,2019 Mitsubishi Triton GLS (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,7.6 L / 100 km,121290,Grey / Black,"Belconnen, ACT",4 cyl,Ute / Tray, 4 Doors, 5 Seats,38888
9747,Mitsubishi,2017,Outlander,2017 Mitsubishi Outlander ES Adas 5 Seat (awd),USED,Automatic,"4 cyl, 2.4 L",AWD,Unleaded,7.2 L / 100 km,91907,Silver / Black,"Goulburn, NSW",4 cyl,SUV, 4 Doors, 5 Seats,24555
9748,Mitsubishi,2021,ASX,2021 Mitsubishi ASX ES (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.6 L / 100 km,44104,White / Black,"Phillip, ACT",4 cyl,SUV, 4 Doors, 5 Seats,24670
9749,Mitsubishi,2018,Outlander,2018 Mitsubishi Outlander ES 7 Seat (2WD),USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,6.8 L / 100 km,120449,Grey / Black Cloth,"Morley, WA",4 cyl,SUV, 4 Doors, 7 Seats,24998
9750,Mitsubishi,2020,Triton,2020 Mitsubishi Triton GLS (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,8.6 L / 100 km,38610,White / -,"Cardiff, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,48990
9751,Mitsubishi,2006,Pajero,2006 Mitsubishi Pajero VR-X LWB (4X4),USED,Automatic,"6 cyl, 3.8 L",4WD,Unleaded,14.7 L / 100 km,149953,Grey / -,"Osborne Park, WA",6 cyl,SUV, 4 Doors, 7 Seats,15990
9752,Mitsubishi,2017,Outlander,2017 Mitsubishi Outlander ES 7 Seat (2WD),USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,6.8 L / 100 km,108933,White / -,"West End, QLD",4 cyl,SUV, 4 Doors, 7 Seats,24990
9753,Mitsubishi,2021,Pajero,2021 Mitsubishi Pajero Sport GLS (4X4) 7 Seat,USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,8 L / 100 km,57937,White / -,"Essendon Fields, VIC",4 cyl,SUV, 4 Doors, 7 Seats,48868
9754,Mitsubishi,2021,Outlander,2021 Mitsubishi Outlander ES 7 Seat (awd),USED,Automatic,"4 cyl, 2.4 L",AWD,Unleaded,7.2 L / 100 km,52000,White / Black,"Phillip, ACT",4 cyl,SUV, 4 Doors, 7 Seats,31980
9755,Mitsubishi,2021,Outlander,2021 Mitsubishi Outlander LS 7 Seat (2WD),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.7 L / 100 km,23782,White / -,"Wangara, WA",4 cyl,SUV, 4 Doors, 7 Seats,40490
9756,Mitsubishi,2018,Outlander,2018 Mitsubishi Outlander LS 7 Seat (2WD),USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,6.8 L / 100 km,36007,Grey / Black,"Brooklyn, VIC",4 cyl,SUV, 4 Doors, 7 Seats,29855
9757,Mitsubishi,2022,ASX,2022 Mitsubishi ASX LS (2WD),DEMO,Automatic,"4 cyl, 2 L",Front,Unleaded,7.6 L / 100 km,733,Red / -,"Townsville, QLD",4 cyl,SUV, 4 Doors, 5 Seats,32930
9758,Mitsubishi,2018,ASX,2018 Mitsubishi ASX LS (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.6 L / 100 km,78472,Black / Black,"Brookvale, NSW",4 cyl,SUV, 4 Doors, 5 Seats,23590
9759,Mitsubishi,2016,ASX,2016 Mitsubishi ASX XLS (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,134978,White / -,"Fyshwick, ACT",4 cyl,SUV, 4 Doors, 5 Seats,19830
9760,Mitsubishi,2016,Outlander,2016 Mitsubishi Outlander Exceed (4X4),USED,Automatic,"4 cyl, 2.4 L",AWD,Unleaded,7.5 L / 100 km,76522,Silver / Black,"Southbank, VIC",4 cyl,SUV, 4 Doors, 7 Seats,29990
9761,Mitsubishi,2023,Outlander,2023 Mitsubishi Outlander LS Black Edition 7 Seat (2WD),NEW,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.7 L / 100 km,10,Red / Black Microsuede & Leather,"Arncliffe, NSW",4 cyl,SUV, 4 Doors, 7 Seats,47760
9762,Mitsubishi,2020,Triton,2020 Mitsubishi Triton GSR (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,8.6 L / 100 km,112797,Black / -,"Kedron, QLD",4 cyl,Ute / Tray, 4 Doors, 5 Seats,47490
9763,Mitsubishi,2016,Pajero,2016 Mitsubishi Pajero GLS LWB (4X4),USED,Automatic,"4 cyl, 3.2 L",4WD,Diesel,9 L / 100 km,95996,White / Black,"Morley, WA",4 cyl,SUV, 4 Doors, 7 Seats,43990
9764,Mitsubishi,2018,Triton,2018 Mitsubishi Triton GLX (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,7.6 L / 100 km,87333,White / Black Cloth,"Toowoomba, QLD",4 cyl,Ute / Tray, 4 Doors, 5 Seats,31749
9765,Mitsubishi,2017,Lancer,2017 Mitsubishi Lancer ES Sport,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,78835,Black / -,"Cardiff, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,23990
9766,Mitsubishi,2018,Triton,2018 Mitsubishi Triton GLX,USED,Manual,-,Other,Diesel,-,121413,White / Grey,"Cabramatta, NSW",-,Ute / Tray,,,24990
9767,Mitsubishi,2015,Lancer,2015 Mitsubishi Lancer XLS,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,8.5 L / 100 km,113986,Red / Black,"Gosnells, WA",4 cyl,Sedan, 4 Doors, 5 Seats,17999
9768,Mitsubishi,2021,Outlander,2021 Mitsubishi Outlander LS 7 Seat (2WD),USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,7.2 L / 100 km,35274,White / -,"Wangara, WA",4 cyl,SUV, 4 Doors, 7 Seats,39990
9769,Mitsubishi,2013,Pajero,2013 Mitsubishi Pajero VR-X LWB (4X4),USED,Automatic,"4 cyl, 3.2 L",4WD,Diesel,9 L / 100 km,355475,Gold / Grey,"Victoria Park, WA",4 cyl,SUV, 4 Doors, 7 Seats,13985
9770,Mitsubishi,2018,ASX,2018 Mitsubishi ASX Black Edition (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.6 L / 100 km,79000,Black / Cloth,"Burwood, VIC",4 cyl,SUV, 4 Doors, 5 Seats,25490
9771,Mitsubishi,2023,Triton,2023 Mitsubishi Triton GLS (4X4),NEW,Automatic,"4 cyl, 2.4 L",4WD,Diesel,8.6 L / 100 km,-,White / Black Leather,"Muswellbrook, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,60823
9772,Mitsubishi,2017,Triton,2017 Mitsubishi Triton GLS (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,7.6 L / 100 km,172000,White / -,"Bibra Lake, WA",4 cyl,Ute / Tray, 4 Doors, 5 Seats,32975
9773,Mitsubishi,2019,Triton,2019 Mitsubishi Triton GLX Adas (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,8.6 L / 100 km,90000,White / Cloth,"Gympie, QLD",4 cyl,Ute / Tray, 4 Doors, 5 Seats,39990
9774,Mitsubishi,2018,Triton,2018 Mitsubishi Triton GLX,USED,Manual,-,Other,Diesel,-,118906,White / Cloth,"Phillip, ACT",-,Ute / Tray,,,28280
9775,Mitsubishi,2015,Outlander,2015 Mitsubishi Outlander LS (4X2),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.6 L / 100 km,110733,Silver / -,"Bentley, WA",4 cyl,SUV, 4 Doors, 5 Seats,22999
9776,Mitsubishi,2019,Outlander,2019 Mitsubishi Outlander LS 7 Seat (awd),USED,Automatic,"4 cyl, 2.3 L",AWD,Diesel,6.2 L / 100 km,35756,White / -,"Victoria Park, WA",4 cyl,SUV, 4 Doors, 7 Seats,37977
9777,Mitsubishi,2021,Outlander,2021 Mitsubishi Outlander ES 7 Seat (2WD),USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,7.2 L / 100 km,44001,Silver / 24X,"Albion Park Rail, NSW",4 cyl,SUV, 4 Doors, 7 Seats,29888
9778,Mitsubishi,2003,Triton,2003 Mitsubishi Triton GL,USED,Manual,"4 cyl, 2.4 L",Rear,Unleaded,11.5 L / 100 km,186708,White / -,"Mayfield, NSW",4 cyl,Ute / Tray, 2 Doors, 3 Seats,6995
9779,Mitsubishi,2020,ASX,2020 Mitsubishi ASX MR (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.6 L / 100 km,58379,White / Black,"Bibra Lake, WA",4 cyl,SUV, 4 Doors, 5 Seats,27688
9780,Mitsubishi,2021,Outlander,2021 Mitsubishi Outlander ES 7 Seat (2WD),USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,7.2 L / 100 km,44212,White / Black,"Albion Park, NSW",4 cyl,SUV, 4 Doors, 7 Seats,29990
9781,Mitsubishi,2019,ASX,2019 Mitsubishi ASX ES (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.6 L / 100 km,58746,Grey / -,"Bentley, WA",4 cyl,SUV, 4 Doors, 5 Seats,24988
9782,Mitsubishi,2020,Pajero,2020 Mitsubishi Pajero Sport GLS (4X4) 5 Seat,USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,8 L / 100 km,22409,Grey / -,"Welshpool, WA",4 cyl,SUV, 4 Doors, 7 Seats,53999
9783,Mitsubishi,2010,Pajero,2010 Mitsubishi Pajero GLX LWB (4X4),USED,Automatic,"4 cyl, 3.2 L",4WD,Diesel,9.2 L / 100 km,230179,White / -,"Mayfield West, NSW",4 cyl,SUV, 4 Doors, 7 Seats,20990
9784,Mitsubishi,2016,Pajero,2016 Mitsubishi Pajero Sport GLX (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,8 L / 100 km,229776,Silver / -,"Mcgraths Hill, NSW",4 cyl,SUV, 4 Doors, 5 Seats,26990
9785,Mitsubishi,2021,Eclipse,2021 Mitsubishi Eclipse Cross ES (2WD),USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,7.3 L / 100 km,40042,Grey / Black Cloth,"Phillip, ACT",4 cyl,SUV, 4 Doors, 5 Seats,29980
9786,Mitsubishi,2020,ASX,2020 Mitsubishi ASX ES (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.6 L / 100 km,64991,Red / -,"Bentley, WA",4 cyl,SUV, 4 Doors, 5 Seats,26580
9787,Mitsubishi,2020,Outlander,2020 Mitsubishi Outlander Black Edition 7 Seat (2WD),USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,7.2 L / 100 km,37884,White / Black,"Bibra Lake, WA",4 cyl,SUV, 4 Doors, 7 Seats,35988
9788,Mitsubishi,2015,Outlander,2015 Mitsubishi Outlander LS (4X2),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.6 L / 100 km,107689,Grey / Black,"Albion Park Rail, NSW",4 cyl,SUV, 4 Doors, 5 Seats,22490
9789,Mitsubishi,2016,Triton,2016 Mitsubishi Triton GLX,USED,Automatic,"4 cyl, 2.4 L",Rear,Diesel,7.5 L / 100 km,120547,White / Black,"Jamisontown, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,25999
9790,Mitsubishi,2014,ASX,2014 Mitsubishi ASX XLS (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,69369,Red / -,"Liverpool, NSW",4 cyl,SUV, 4 Doors, 5 Seats,21990
9791,Mitsubishi,2021,Outlander,2021 Mitsubishi Outlander LS 7 Seat (2WD),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.7 L / 100 km,46741,White / -,"Wangara, WA",4 cyl,SUV, 4 Doors, 7 Seats,38990
9792,Mitsubishi,2016,Pajero,2016 Mitsubishi Pajero Sport GLS (4X4) 7 Seat,USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,8 L / 100 km,76110,White / Black,"Maddington, WA",4 cyl,SUV, 4 Doors, 7 Seats,40888
9793,Mitsubishi,2012,Lancer,2012 Mitsubishi Lancer ES,USED,Manual,"4 cyl, 2 L",Front,Unleaded,6.9 L / 100 km,100500,Black / -,"Orange, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,12992
9794,Mitsubishi,2018,ASX,2018 Mitsubishi ASX ES Adas ( 2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.6 L / 100 km,49869,Silver / -,"Bentley, WA",4 cyl,SUV, 4 Doors, 5 Seats,24984
9795,Mitsubishi,2018,Triton,2018 Mitsubishi Triton GLS (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,7.6 L / 100 km,214326,White / Grey,"Enfield, SA",4 cyl,Ute / Tray, 4 Doors, 5 Seats,29990
9796,Mitsubishi,2020,ASX,2020 Mitsubishi ASX LS (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.6 L / 100 km,44000,White / Black,"Wangara, WA",4 cyl,SUV, 4 Doors, 5 Seats,26490
9797,Mitsubishi,2017,Pajero,2017 Mitsubishi Pajero GLS LWB (4X4),USED,Automatic,"4 cyl, 3.2 L",4WD,Diesel,9 L / 100 km,101530,Black / Black,"Pinkenba, QLD",4 cyl,SUV, 4 Doors, 7 Seats,39990
