,Brand,Year,Model,Title,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,Location,CylindersinEngine,BodyType,Doors,Seats,Price
12061,Subaru,2013,Forester,2013 Subaru Forester XT Lineartronic AWD Premium,USED,Automatic,-,Other,Premium,-,66851,White / -,"Blacktown, NSW",-,Wagon,,,28999
12062,Subaru,2022,Outback,2022 Subaru Outback AWD Sport,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.3 L / 100 km,15465,Blue / Black,"Springwood, QLD",4 cyl,SUV, 4 Doors, 5 Seats,48995
12063,Subaru,2015,Impreza,2015 Subaru Impreza 2.0I-S (awd),USED,Automatic,"4 cyl, 2 L",AWD,Unleaded,6.8 L / 100 km,61395,Red / Black,"Hendra, QLD",4 cyl,Sedan, 4 Doors, 5 Seats,23990
12064,Subaru,2021,Impreza,2021 Subaru Impreza 2.0I-S (awd),USED,Automatic,"4 cyl, 2 L",AWD,Unleaded,7.2 L / 100 km,16786,White / Black,"Osborne Park, WA",4 cyl,Hatchback, 5 Doors, 5 Seats,32999
12065,Subaru,2012,XV,2012 Subaru XV 2.0I-L,USED,Manual,"4 cyl, 2 L",AWD,Unleaded,7.3 L / 100 km,234325,Silver / -,"Rocklea, QLD",4 cyl,SUV, 4 Doors, 5 Seats,7999
12066,Subaru,2019,Outback,2019 Subaru Outback 2.5I Premium,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.3 L / 100 km,46953,Silver / -,"Victoria Park, WA",4 cyl,SUV, 4 Doors, 5 Seats,39999
12067,Subaru,2016,XV,2016 Subaru XV 2.0I-S,USED,Manual,"4 cyl, 2 L",AWD,Unleaded,7.3 L / 100 km,150201,Grey / Black,"Minchinbury, NSW",4 cyl,SUV, 4 Doors, 5 Seats,21995
12068,Subaru,2019,Forester,2019 Subaru Forester 2.5I (awd),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.4 L / 100 km,61344,White / Black,"Oakleigh, VIC",4 cyl,SUV, 4 Doors, 5 Seats,34498
12069,Subaru,2005,Impreza,2005 Subaru Impreza WRX STI,USED,Manual,"4 cyl, 2 L",AWD,Premium,13 L / 100 km,130325,Grey / Dark,"Braeside, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,39990
12070,Subaru,2002,Outback,2002 Subaru Outback,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,10.1 L / 100 km,198037,White / -,"Minchinbury, NSW",4 cyl,SUV, 4 Doors, 5 Seats,4995
12071,Subaru,2012,XV,2012 Subaru XV 2.0I,USED,Manual,"4 cyl, 2 L",AWD,Unleaded,7.3 L / 100 km,110900,Silver / -,"Archerfield, QLD",4 cyl,SUV, 4 Doors, 5 Seats,13999
12072,Subaru,2006,Impreza,2006 Subaru Impreza,USED,-,-,Other,Unleaded,-,121433,Black / Recaro,"Smeaton Grange, NSW",-,,,,62888
12073,Subaru,2018,Outback,2018 Subaru Outback 2.5I,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.3 L / 100 km,130413,White / Black,"Hendra, QLD",4 cyl,SUV, 4 Doors, 5 Seats,23990
12074,Subaru,2015,Impreza,2015 Subaru Impreza Sports Hybrid 2.0i-S,USED,Automatic,-,Other,Unleaded,-,81594,Blue / Grey,"Lidcombe, NSW",-,Hatchback,,,22500
12075,Subaru,2015,Impreza,2015 Subaru Impreza 2.0I-S (awd),USED,Automatic,"4 cyl, 2 L",AWD,Unleaded,6.8 L / 100 km,171352,Black / Black,"Homebush, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,15999
12076,Subaru,1999,Liberty,1999 Subaru Liberty GX (awd),USED,Manual,"4 cyl, 2 L",AWD,Unleaded,9.7 L / 100 km,274144,Silver / -,"Minchinbury, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,5995
12077,Subaru,2013,XV,2013 Subaru XV 2.0I,USED,Automatic,"4 cyl, 2 L",AWD,Unleaded,7.1 L / 100 km,138887,White / Black,"Tweed Heads South, NSW",4 cyl,SUV, 4 Doors, 5 Seats,22990
12078,Subaru,2007,Impreza,2007 Subaru Impreza WRX STI,USED,Manual,-,Other,Unleaded,-,116223,Blue / Grey/Blue,"Smeaton Grange, NSW",-,,,,45888
12079,Subaru,2019,XV,2019 Subaru XV 2.0I Limited Edition,USED,Automatic,"4 cyl, 2 L",AWD,Unleaded,7 L / 100 km,63982,White / -,"Victoria Park, WA",4 cyl,SUV, 4 Doors, 5 Seats,29951
12080,Subaru,2019,Liberty,2019 Subaru Liberty 2.5I,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.3 L / 100 km,55877,Silver / -,"Morley, WA",4 cyl,Sedan, 4 Doors, 5 Seats,27990
12081,Subaru,2013,XV,2013 Subaru XV 2.0I,USED,Manual,"4 cyl, 2 L",AWD,Unleaded,7.3 L / 100 km,184281,Orange / -,"Lambton, NSW",4 cyl,SUV, 4 Doors, 5 Seats,12990
12082,Subaru,2020,Forester,2020 Subaru Forester 2.5I (awd),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.4 L / 100 km,52304,Blue / -,"South Nowra, NSW",4 cyl,SUV, 4 Doors, 5 Seats,30990
12083,Subaru,2008,Liberty,2008 Subaru Liberty Gen 2 Heritage Sedan 4dr Auto 4sp 4WD 2.2i,USED,Automatic,-,Other,-,-,194520,Grey / -,"Victoria Park, WA",-,,,,8480
12084,Subaru,2020,Forester,2020 Subaru Forester 2.5I (awd),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.4 L / 100 km,47000,White / Standard Trim,"Maddington, WA",4 cyl,SUV, 4 Doors, 5 Seats,35488
12085,Subaru,2020,Impreza,2020 Subaru Impreza 2.0I-L (awd),USED,Automatic,"4 cyl, 2 L",AWD,Unleaded,6.6 L / 100 km,63650,Black / Black,"CAMBERWELL, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,27490
12086,Subaru,2017,Forester,2017 Subaru Forester 2.5I-S,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,8.1 L / 100 km,115212,White / Black,"Brookvale, NSW",4 cyl,SUV, 4 Doors, 5 Seats,27999
12087,Subaru,2008,Impreza,2008 Subaru Impreza WRX STI,USED,Manual,"4 cyl, 2.5 L",AWD,Premium,10.3 L / 100 km,155359,Grey / -,"Homebush, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,34990
12088,Subaru,2009,Impreza,2009 Subaru Impreza RS (awd),USED,Manual,"4 cyl, 2 L",AWD,Premium,8.9 L / 100 km,141923,Red / Champagne,"Ringwood, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,14627
12089,Subaru,2016,XV,2016 Subaru XV 2.0I,USED,Automatic,"4 cyl, 2 L",AWD,Unleaded,7.1 L / 100 km,145304,White / -,"Bellevue, WA",4 cyl,SUV, 4 Doors, 5 Seats,18990
12090,Subaru,2016,Outback,2016 Subaru Outback 2.5I Premium,USED,Automatic,"4 cyl, 2.5 L",AWD,Premium,7.3 L / 100 km,74983,Silver / Black,"North Narrabeen, NSW",4 cyl,SUV, 4 Doors, 5 Seats,29990
12091,Subaru,2013,XV,2013 Subaru XV 2.0I-L,USED,Automatic,"4 cyl, 2 L",AWD,Unleaded,7.1 L / 100 km,-,Orange / -,"Glebe, NSW",4 cyl,SUV, 4 Doors, 5 Seats,POA
12092,Subaru,2012,WRX,2012 Subaru WRX Club Spec (AWD),USED,Manual,-,Other,Premium,-,98804,Black / Black,"Labrador, QLD",-,,,,32999
12093,Subaru,2021,Forester,2021 Subaru Forester 2.5I (awd),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.4 L / 100 km,16136,Silver / -,"Windsor, NSW",4 cyl,SUV, 4 Doors, 5 Seats,39990
12094,Subaru,2017,Outback,2017 Subaru Outback 2.5I Premium,USED,Automatic,"4 cyl, 2.5 L",AWD,Premium,7.3 L / 100 km,62373,Grey / Grey,"Brookvale, NSW",4 cyl,SUV, 4 Doors, 5 Seats,32880
12095,Subaru,2013,BRZ,2013 Subaru BRZ,USED,Manual,"4 cyl, 2 L",Rear,Premium,7.8 L / 100 km,132193,Blue / Black,"Hamilton, NSW",4 cyl,Coupe, 2 Doors, 4 Seats,21990
12096,Subaru,2018,Outback,2018 Subaru Outback 2.5I,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.3 L / 100 km,104058,Grey / Black,"SOUTH MELBOURNE, VIC",4 cyl,SUV, 4 Doors, 5 Seats,28880
12097,Subaru,2007,Forester,2007 Subaru Forester XS Luxury,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,9.7 L / 100 km,222000,- / -,"Campsie, NSW",4 cyl,SUV, 4 Doors, 5 Seats,7950
12098,Subaru,2018,Outback,2018 Subaru Outback 2.0D,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,6.3 L / 100 km,132646,Silver / Black,"Palmyra, WA",4 cyl,SUV, 4 Doors, 5 Seats,25990
12099,Subaru,2021,Outback,2021 Subaru Outback AWD Sport,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.3 L / 100 km,19071,Green / Black,"Osborne Park, WA",4 cyl,SUV, 4 Doors, 5 Seats,43999
12100,Subaru,2019,Forester,2019 Subaru Forester 2.5I-L (awd),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.4 L / 100 km,123557,Blue / -,"Liverpool, NSW",4 cyl,SUV, 4 Doors, 5 Seats,28950
12101,Subaru,2005,Forester,2005 Subaru Forester X,USED,Manual,"4 cyl, 2.5 L",AWD,Unleaded,9.6 L / 100 km,230000,- / -,"Kenwick, WA",4 cyl,SUV, 4 Doors, 5 Seats,8999
12102,Subaru,2017,Liberty,2017 Subaru Liberty 3.6R,USED,Automatic,"6 cyl, 3.6 L",AWD,Premium,9.9 L / 100 km,30822,Gold / Black,"Cannington, WA",6 cyl,Sedan, 4 Doors, 5 Seats,31889
12103,Subaru,2016,Forester,2016 Subaru Forester 2.5I-L,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,8.1 L / 100 km,159007,Black / -,"Berwick, VIC",4 cyl,SUV, 4 Doors, 5 Seats,21990
12104,Subaru,2018,Forester,2018 Subaru Forester 2.5I-L,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,8.1 L / 100 km,168805,Grey / Black,"Thomastown, VIC",4 cyl,SUV, 4 Doors, 5 Seats,22950
12105,Subaru,2014,Forester,2014 Subaru Forester 2.5I,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,8.1 L / 100 km,153702,White / -,"Five Dock, NSW",4 cyl,SUV, 4 Doors, 5 Seats,12999
12106,Subaru,2016,WRX,2016 Subaru WRX Premium (awd),USED,Manual,"4 cyl, 2 L",AWD,Premium,9.2 L / 100 km,38986,Blue / -,"Bentleigh, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,36425
12107,Subaru,2021,Outback,2021 Subaru Outback AWD,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.3 L / 100 km,64507,Silver / -,"Mentone, VIC",4 cyl,SUV, 4 Doors, 5 Seats,41990
12108,Subaru,2018,XV,2018 Subaru XV 2.0I-S,USED,Automatic,"4 cyl, 2 L",AWD,Unleaded,7 L / 100 km,48244,Grey / Black,"Seymour, VIC",4 cyl,SUV, 4 Doors, 5 Seats,34990
12109,Subaru,2019,XV,2019 Subaru XV 2.0I,USED,Automatic,"4 cyl, 2 L",AWD,Unleaded,7 L / 100 km,75921,Silver / -,"Jandakot, WA",4 cyl,SUV, 4 Doors, 5 Seats,28971
12110,Subaru,2020,Forester,2020 Subaru Forester 2.5I (awd),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.4 L / 100 km,54641,Silver / Black,"Elsternwick, VIC",4 cyl,SUV, 4 Doors, 5 Seats,33950
12111,Subaru,2021,Outback,2021 Subaru Outback AWD,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.3 L / 100 km,19125,- / -,"Nailsworth, SA",4 cyl,SUV, 4 Doors, 5 Seats,42990
12112,Subaru,2008,Impreza,2008 Subaru Impreza WRX STI-R,USED,Manual,"4 cyl, 2.5 L",AWD,Premium,10.3 L / 100 km,125823,White / -,"Kedron, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,33990
12113,Subaru,2012,Impreza,2012 Subaru Impreza 2.0I-L (awd),USED,Automatic,"4 cyl, 2 L",AWD,Unleaded,6.8 L / 100 km,156472,Black / -,"Enfield, SA",4 cyl,Hatchback, 5 Doors, 5 Seats,14990
12114,Subaru,2015,Forester,2015 Subaru Forester 2.0D-S,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,6.4 L / 100 km,63506,White / -,"Tweed Heads South, NSW",4 cyl,SUV, 4 Doors, 5 Seats,25990
12115,Subaru,2013,Liberty,2013 Subaru Liberty 2.5I,USED,Automatic,"4 cyl, 2.5 L",AWD,Premium,7.9 L / 100 km,149825,Grey / Black,"Pakenham, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,16990
12116,Subaru,2018,Forester,2018 Subaru Forester 2.5I-S,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,8.1 L / 100 km,82131,Black / -,"Southport, QLD",4 cyl,SUV, 4 Doors, 5 Seats,34987
12117,Subaru,2008,Liberty,2008 Subaru Liberty 2.5I Heritage,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,9.3 L / 100 km,210902,Black / -,"Ringwood, VIC",4 cyl,Wagon, 4 Doors, 5 Seats,9999
12118,Subaru,2016,XV,2016 Subaru XV 2.0I-S,USED,Automatic,"4 cyl, 2 L",AWD,Unleaded,7.1 L / 100 km,131276,Black / -,"Traralgon, VIC",4 cyl,SUV, 4 Doors, 5 Seats,20999
12119,Subaru,2015,Outback,2015 Subaru Outback 3.6R,USED,Automatic,"6 cyl, 3.6 L",AWD,Premium,9.9 L / 100 km,134388,Silver / Black,"Batemans Bay, NSW",6 cyl,SUV, 4 Doors, 5 Seats,26888
12120,Subaru,2014,Impreza,2014 Subaru Impreza 2.0I (awd),USED,Automatic,"4 cyl, 2 L",AWD,Unleaded,6.8 L / 100 km,153455,White / Grey,"Molendinar, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,13990
12121,Subaru,2018,Outback,2018 Subaru Outback 3.6R,USED,Automatic,"6 cyl, 3.6 L",AWD,Unleaded,9.9 L / 100 km,101097,Red / -,"Campbelltown, NSW",6 cyl,SUV, 4 Doors, 5 Seats,31990
12122,Subaru,2011,Forester,2011 Subaru Forester XT Premium,USED,Automatic,"4 cyl, 2.5 L",AWD,Premium,10.5 L / 100 km,221176,Blue / -,"Minchinbury, NSW",4 cyl,SUV, 4 Doors, 5 Seats,14995
12123,Subaru,2013,Forester,2013 Subaru Forester 2.5I,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,8.1 L / 100 km,103203,- / -,"Oakleigh, VIC",4 cyl,SUV, 4 Doors, 5 Seats,20747
12124,Subaru,2018,Forester,2018 Subaru Forester 2.5I (awd),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.4 L / 100 km,62133,White / Black,"Melbourne, VIC",4 cyl,SUV, 4 Doors, 5 Seats,32950
12125,Subaru,2014,BRZ,2014 Subaru BRZ,USED,Automatic,"4 cyl, 2 L",Rear,Premium,7.1 L / 100 km,60460,Black / -,"Saint Marys, NSW",4 cyl,Coupe, 2 Doors, 4 Seats,26777
12126,Subaru,2016,Forester,2016 Subaru Forester 2.5I-S,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,8.1 L / 100 km,168205,Black / Black,"Thomastown, VIC",4 cyl,SUV, 4 Doors, 5 Seats,25950
12127,Subaru,2014,Liberty,2014 Subaru Liberty 2.5I Premium,USED,Automatic,"4 cyl, 2.5 L",AWD,Premium,8.2 L / 100 km,152443,Grey / Black,"Cheltenham, VIC",4 cyl,Wagon, 4 Doors, 5 Seats,16290
12128,Subaru,2019,Forester,2019 Subaru Forester 2.5I-L (awd),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.4 L / 100 km,49271,White / -,"Cheltenham, SA",4 cyl,SUV, 4 Doors, 5 Seats,35990
12129,Subaru,2018,Outback,2018 Subaru Outback 3.6R,USED,Automatic,"6 cyl, 3.6 L",AWD,Unleaded,9.9 L / 100 km,52658,White / -,"Blacktown, NSW",6 cyl,SUV, 4 Doors, 5 Seats,39999
12130,Subaru,2017,Impreza,2017 Subaru Impreza 2.0L (awd),USED,Automatic,"4 cyl, 2 L",AWD,Unleaded,6.6 L / 100 km,76693,Black / Black,"Hastings, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,26990
12131,Subaru,2009,Liberty,2009 Subaru Liberty 2.5I GT Premium,USED,Manual,"4 cyl, 2.5 L",AWD,Premium,9.8 L / 100 km,249096,Black / Black,"Thomastown, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,14990
12132,Subaru,2018,Outback,2018 Subaru Outback 2.5I Premium,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.3 L / 100 km,79981,White / Black,"Cranbourne, VIC",4 cyl,SUV, 4 Doors, 5 Seats,35888
12133,Subaru,2021,Forester,2021 Subaru Forester 2.5I (awd),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.4 L / 100 km,69274,Grey / -,"Ferntree Gully, VIC",4 cyl,SUV, 4 Doors, 5 Seats,33933
12134,Subaru,2013,WRX,2013 Subaru WRX AWD,USED,Manual,-,Other,Premium,-,123889,Blue / Black,"Minchinbury, NSW",-,,,,26995
12135,Subaru,2017,XV,2017 Subaru XV 2.0I-S,USED,Automatic,"4 cyl, 2 L",AWD,Unleaded,7 L / 100 km,39355,Grey / 2018/03,"Plympton, SA",4 cyl,SUV, 4 Doors, 5 Seats,33980
12136,Subaru,2014,Outback,2014 Subaru Outback 2.0D Premium,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,6.5 L / 100 km,200507,Grey / -,"Ermington, NSW",4 cyl,SUV, 4 Doors, 5 Seats,15990
12137,Subaru,2016,Impreza,2016 Subaru Impreza 2.0I-S (awd),USED,Automatic,"4 cyl, 2 L",AWD,Unleaded,6.8 L / 100 km,59685,Blue / White,"Pinkenba, QLD",4 cyl,Sedan, 4 Doors, 5 Seats,22990
12138,Subaru,2015,Impreza,2015 Subaru Impreza 2.0I (awd),USED,Automatic,"4 cyl, 2 L",AWD,Unleaded,6.8 L / 100 km,80861,White / Charcoal Black Cloth,"Ballarat, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,19390
12139,Subaru,2020,Outback,2020 Subaru Outback 3.6R AWD,USED,Automatic,"6 cyl, 3.6 L",AWD,Unleaded,9.9 L / 100 km,86141,Silver / -,"Mile End, SA",6 cyl,SUV, 4 Doors, 5 Seats,34990
12140,Subaru,2009,Impreza,2009 Subaru Impreza R (awd),USED,Automatic,"4 cyl, 2 L",AWD,Premium,8.8 L / 100 km,140991,Blue / Black,"Ringwood, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,13577
12141,Subaru,2018,Outback,2018 Subaru Outback 3.6R,USED,Automatic,"6 cyl, 3.6 L",AWD,Unleaded,9.9 L / 100 km,104860,White / Black,"Homebush, NSW",6 cyl,SUV, 4 Doors, 5 Seats,31999
12142,Subaru,2016,Outback,2016 Subaru Outback 2.5I,USED,Automatic,"4 cyl, 2.5 L",AWD,Premium,7.3 L / 100 km,184000,Grey / Grey  Cloth,"North Hobart, TAS",4 cyl,SUV, 4 Doors, 5 Seats,18900
12143,Subaru,2017,Forester,2017 Subaru Forester 2.5I-L Eyesight Special EDT,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,8.1 L / 100 km,79602,Blue / -,"Ulladulla, NSW",4 cyl,SUV, 4 Doors, 5 Seats,29990
12144,Subaru,2018,XV,2018 Subaru XV 2.0I-S,USED,Automatic,"4 cyl, 2 L",AWD,Unleaded,7 L / 100 km,35170,Orange / -,"Fyshwick, ACT",4 cyl,SUV, 4 Doors, 5 Seats,32830
12145,Subaru,2020,Forester,2020 Subaru Forester 2.5I (awd),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.4 L / 100 km,56223,White / Black,"Belconnen, ACT",4 cyl,SUV, 4 Doors, 5 Seats,33910
12146,Subaru,2015,WRX,2015 Subaru WRX (AWD),USED,Automatic,"4 cyl, 2 L",AWD,Premium,8.6 L / 100 km,133300,White / -,"Rutherford, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,28745
12147,Subaru,2022,WRX,2022 Subaru WRX TS (awd),USED,Automatic,"4 cyl, 2.4 L",AWD,Premium,8.5 L / 100 km,1435,Blue / Black,"West Gladstone, QLD",4 cyl,Wagon, 4 Doors, 5 Seats,56990
12148,Subaru,2018,Forester,2018 Subaru Forester 2.0D-L,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,6.3 L / 100 km,114124,White / Black,"HEIDELBERG, VIC",4 cyl,SUV, 4 Doors, 5 Seats,26850
12149,Subaru,2021,Forester,2021 Subaru Forester 2.5I (awd),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.4 L / 100 km,65847,Silver / Grey,"Myaree, WA",4 cyl,SUV, 4 Doors, 5 Seats,34885
12150,Subaru,2017,Forester,2017 Subaru Forester 2.5I-L,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,8.1 L / 100 km,80891,Blue / -,"Glenelg, SA",4 cyl,SUV, 4 Doors, 5 Seats,26990
12151,Subaru,2020,Forester,2020 Subaru Forester 2.5I (awd),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.4 L / 100 km,57341,Blue / Black,"Melville, WA",4 cyl,SUV, 4 Doors, 5 Seats,34990
12152,Subaru,2014,WRX,2014 Subaru WRX STI Premium,USED,Manual,"4 cyl, 2.5 L",AWD,Premium,10.4 L / 100 km,74822,Black / Black,"Bayswater, WA",4 cyl,Sedan, 4 Doors, 5 Seats,48999
12153,Subaru,2007,Impreza,2007 Subaru Impreza RS (awd),USED,Manual,"4 cyl, 2 L",AWD,Premium,8.9 L / 100 km,165664,Silver / Black,"Maryville, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,9980
12154,Subaru,2012,XV,2012 Subaru XV 2.0I-L,USED,Manual,"4 cyl, 2 L",AWD,Unleaded,7.3 L / 100 km,167000,Orange / -,"Archerfield, QLD",4 cyl,SUV, 4 Doors, 5 Seats,15999
12155,Subaru,1999,Impreza,1999 Subaru Impreza WRX STi VERSION V,USED,Manual,-,AWD,Premium,-,111998,Blue / Blue,"Chipping Norton, NSW",-,,,,118880
12156,Subaru,2020,Forester,2020 Subaru Forester 2.5I-S (awd),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.4 L / 100 km,91346,Grey / Black,"New Lambton, NSW",4 cyl,SUV, 4 Doors, 5 Seats,34990
12157,Subaru,2020,Forester,2020 Subaru Forester 2.5I (awd),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.4 L / 100 km,56487,White / -,"Victoria Park, WA",4 cyl,SUV, 4 Doors, 5 Seats,33999
12158,Subaru,2014,Forester,2014 Subaru Forester 2.5I-L,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,8.1 L / 100 km,240795,White / -,"Boolaroo, NSW",4 cyl,SUV, 4 Doors, 5 Seats,12800
12159,Subaru,2017,Impreza,2017 Subaru Impreza 2.0L (awd),USED,Automatic,"4 cyl, 2 L",AWD,Unleaded,6.6 L / 100 km,37633,Silver / Black,"Victoria Park, WA",4 cyl,Hatchback, 5 Doors, 5 Seats,26980
12160,Subaru,2016,Liberty,2016 Subaru Liberty 3.6R,USED,Automatic,"6 cyl, 3.6 L",AWD,Premium,9.9 L / 100 km,226127,White / -,"Minto, NSW",6 cyl,Sedan, 4 Doors, 5 Seats,17950
12161,Subaru,2011,Forester,2011 Subaru Forester X,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,9.3 L / 100 km,112227,Silver / Grey,"Preston, VIC",4 cyl,SUV, 4 Doors, 5 Seats,15888
12162,Subaru,2014,Forester,2014 Subaru Forester 2.5I-S,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,8.1 L / 100 km,105628,Silver / Black,"Homebush, NSW",4 cyl,SUV, 4 Doors, 5 Seats,22999
12163,Subaru,2012,XV,2012 Subaru XV 2.0I-S,USED,Automatic,"4 cyl, 2 L",AWD,Unleaded,7.1 L / 100 km,232600,- / -,"Homebush, NSW",4 cyl,SUV, 4 Doors, 5 Seats,11999
12164,Subaru,2013,Impreza,2013 Subaru Impreza 2.0I (awd),USED,Automatic,"4 cyl, 2 L",AWD,Unleaded,6.8 L / 100 km,150000,- / -,"Liverpool, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,9999
12165,Subaru,2012,WRX,2012 Subaru WRX (AWD),USED,Manual,"4 cyl, 2.5 L",AWD,Premium,10.7 L / 100 km,82010,Grey / Grey,"Woodridge, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,27990
12166,Subaru,2015,Liberty,2015 Subaru Liberty 2.5I,USED,Automatic,"4 cyl, 2.5 L",AWD,Premium,7.3 L / 100 km,142114,White / Black,"Minchinbury, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,19995
12167,Subaru,2018,Forester,2018 Subaru Forester 2.5I-L (awd),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.4 L / 100 km,136521,Silver / Black,"Lilydale, VIC",4 cyl,SUV, 4 Doors, 5 Seats,30990
12168,Subaru,2012,Impreza,2012 Subaru Impreza 2.0I-S (awd),USED,Automatic,"4 cyl, 2 L",AWD,Unleaded,6.8 L / 100 km,65600,Silver / -,"Moorabbin, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,19990
12169,Subaru,2013,Impreza,2013 Subaru Impreza WRX,USED,Manual,-,Other,Unleaded,-,164359,Grey / -,"Moorabbin, VIC",-,Hatchback,,,25990
12170,Subaru,2019,XV,2019 Subaru XV 2.0I-S,USED,Automatic,"4 cyl, 2 L",AWD,Unleaded,7 L / 100 km,148225,Grey / Black,"Berwick, VIC",4 cyl,SUV, 4 Doors, 5 Seats,27990
12171,Subaru,2007,Impreza,2007 Subaru Impreza WRX STI,USED,Manual,-,Other,Unleaded,-,146077,Black / Grey/Black,"Smeaton Grange, NSW",-,,,,34888
12172,Subaru,2013,Tribeca,2013 Subaru Tribeca 3.6R Premium (7 Seat),USED,Automatic,"6 cyl, 3.6 L",AWD,Unleaded,11.6 L / 100 km,171525,White / -,"Warners Bay, NSW",6 cyl,SUV, 4 Doors, 7 Seats,16990
12173,Subaru,2022,Outback,2022 Subaru Outback AWD Touring,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.3 L / 100 km,10962,Blue / Black,"Taylors Beach, NSW",4 cyl,SUV, 4 Doors, 5 Seats,51990
12174,Subaru,2018,Forester,2018 Subaru Forester 2.0D-S,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,6.3 L / 100 km,91714,White / Black,"Ravenhall, VIC",4 cyl,SUV, 4 Doors, 5 Seats,28490
12175,Subaru,2005,Outback,2005 Subaru Outback 2.5I Premium,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,9.1 L / 100 km,200780,Black / -,"Minchinbury, NSW",4 cyl,SUV, 4 Doors, 5 Seats,4995
12176,Subaru,2020,XV,2020 Subaru XV Hybrid,USED,Automatic,"4 cyl, 2 L",AWD,Hybrid,6.5 L / 100 km,46198,White / Black,"Victoria Park, WA",4 cyl,SUV, 4 Doors, 5 Seats,35980
